New Run at  07/14/2017 15:34:38
, Time, RandomReward; N_LinUCBReward; 
data,1201820400000,1242;6666;10186
data,1201820400000,1242;3489;10187
data,1201820400000,1242;76;10187
data,1201820400000,1242;561;10187
data,1201820400000,1242;11520;10187
data,1204326000000,1242;8806;10187
data,1204326000000,1242;6521;10187
data,1204326000000,1242;5695;10187
data,1204326000000,1242;2891;10187
data,1204326000000,1242;9537;10187
data,1204326000000,1242;2374;10187
data,1204326000000,1242;5139;10187
data,1207000800000,1242;6435;10187
data,1207000800000,1242;5033;10188
data,1207000800000,1242;7611;10189
data,1207000800000,1242;2813;10190
data,1212271200000,1242;7635;10190
data,1212271200000,1242;10802;10190
data,1212271200000,1242;12405;10190
data,1212271200000,1242;8453;10191
data,1214863200000,1242;10389;10191
data,1214863200000,1242;3813;10191
data,1217541600000,1242;7655;10191
data,1220220000000,1242;378;10191
data,1233442800000,1242;10197;10191
data,1246399200000,1242;12426;10191
data,1257030000000,1242;2129;10191
data,1304604822821,1242;57;10192
data,1262300400000,1242;11211;10192
data,1262300400000,1242;8491;10192
data,1262300400000,1242;2313;10192
data,1262300400000,1242;1596;10192
data,1262300400000,1242;12427;10192
data,1262300400000,1242;1010;10192
data,1262300400000,1242;10308;10192
data,1262300400000,1242;8038;10192
data,1262300400000,1242;7378;10192
data,1262300400000,1242;8668;10192
data,1262300400000,1242;3510;10192
data,1262300400000,1242;5980;10192
data,1262300400000,1242;5791;10192
data,1262300400000,1242;5947;10192
data,1262300400000,1242;5610;10192
data,1262300400000,1242;3384;10193
data,1262300400000,1242;3933;10193
data,1262300400000,1242;3846;10193
data,1262300400000,1242;6660;10193
data,1262300400000,1242;11335;10193
data,1262300400000,1242;7611;10194
data,1262300400000,1242;1542;10194
data,1262300400000,1242;1071;10194
data,1262300400000,1242;9199;10194
data,1262300400000,1242;5073;10194
data,1262300400000,1242;8749;10195
data,1262300400000,1242;6429;10195
data,1262300400000,1242;7086;10195
data,1262300400000,1242;5331;10195
data,1262300400000,1242;10942;10195
data,1262300400000,1242;3676;10195
data,1262300400000,1242;9636;10196
data,1262300400000,1242;4459;10196
data,1262300400000,1242;4483;10197
data,1262300400000,1242;2950;10197
data,1262300400000,1242;4114;10197
data,1264978800000,1242;9293;10197
data,1264978800000,1242;1006;10197
data,1264978800000,1242;3971;10197
data,1264978800000,1242;11395;10198
data,1264978800000,1242;5408;10198
data,1264978800000,1242;5247;10198
data,1267398000000,1242;2433;10198
data,1270072800000,1242;2264;10198
data,1270072800000,1242;9020;10198
data,1270072800000,1242;10670;10198
data,1270072800000,1242;8014;10198
data,1270072800000,1242;9923;10198
data,1270072800000,1242;2707;10198
data,1272664800000,1242;5899;10199
data,1272664800000,1242;5881;10199
data,1272664800000,1242;5210;10199
data,1272664800000,1242;5234;10199
data,1272664800000,1242;8369;10199
data,1272664800000,1242;12426;10199
data,1272664800000,1242;68;10199
data,1275343200000,1242;9303;10199
data,1275343200000,1242;6283;10199
data,1275343200000,1242;6971;10199
data,1283292000000,1242;4299;10200
data,1283292000000,1242;68;10200
data,1283292000000,1242;12250;10200
data,1283292000000,1242;11482;10200
data,1283292000000,1242;5855;10200
data,1285884000000,1242;10732;10201
data,1285884000000,1242;2605;10201
data,1285884000000,1242;4771;10201
data,1293836400000,1242;11287;10201
data,1293836400000,1242;1354;10202
data,1296514800000,1242;7310;10202
data,1296514800000,1242;1933;10202
data,1298934000000,1242;9500;10202
data,1298934000000,1242;5068;10203
data,1193871600000,1242;1588;10203
data,1238536800000,1242;3906;10203
data,1238536800000,1242;10197;10203
data,1241128800000,1242;10107;10203
data,1241128800000,1242;5755;10203
data,1241128800000,1242;6125;10203
data,1243807200000,1242;11989;10203
data,1243807200000,1242;6472;10203
data,1243807200000,1242;11767;10203
data,1246399200000,1242;8053;10203
data,1246399200000,1242;2718;10203
data,1246399200000,1242;356;10203
data,1246399200000,1242;4415;10203
data,1246399200000,1242;1887;10203
data,1249077600000,1242;9230;10203
data,1249077600000,1242;1927;10203
data,1251756000000,1242;2378;10203
data,1251756000000,1242;11183;10203
data,1280613600000,1242;10239;10203
data,1280613600000,1242;5918;10204
data,1283292000000,1242;444;10204
data,1151704800000,1242;12045;10204
data,1209592800000,1242;1653;10204
data,1209592800000,1242;1171;10204
data,1209592800000,1242;8106;10204
data,1220220000000,1242;5196;10204
data,1220220000000,1242;3266;10204
data,1222812000000,1242;5136;10204
data,1222812000000,1242;5230;10204
data,1222812000000,1242;7476;10204
data,1222812000000,1242;11473;10204
data,1222812000000,1243;5444;10204
data,1222812000000,1243;5408;10204
data,1222812000000,1243;6822;10204
data,1222812000000,1243;12264;10204
data,1222812000000,1243;3603;10204
data,1222812000000,1243;8094;10204
data,1222812000000,1243;11502;10204
data,1222812000000,1243;11077;10204
data,1222812000000,1243;11108;10204
data,1222812000000,1243;2566;10204
data,1222812000000,1243;6246;10204
data,1222812000000,1243;3844;10204
data,1222812000000,1243;4339;10204
data,1222812000000,1243;5239;10204
data,1222812000000,1243;7194;10204
data,1222812000000,1243;7914;10204
data,1222812000000,1243;7406;10204
data,1222812000000,1243;5380;10204
data,1222812000000,1243;268;10204
data,1222812000000,1243;1414;10204
data,1222812000000,1243;2769;10204
data,1222812000000,1243;9465;10204
data,1222812000000,1243;8198;10204
data,1222812000000,1243;10256;10204
data,1222812000000,1243;2893;10204
data,1225494000000,1243;7979;10204
data,1225494000000,1243;9600;10204
data,1228086000000,1243;6683;10204
data,1228086000000,1243;8535;10204
data,1228086000000,1243;788;10204
data,1228086000000,1243;11514;10204
data,1228086000000,1243;5947;10204
data,1228086000000,1243;9428;10204
data,1228086000000,1243;1505;10204
data,1228086000000,1243;8629;10204
data,1228086000000,1243;8234;10204
data,1228086000000,1243;12250;10204
data,1233442800000,1243;10417;10204
data,1233442800000,1243;188;10204
data,1241128800000,1243;6017;10204
data,1241128800000,1243;12032;10204
data,1241128800000,1243;3769;10204
data,1243807200000,1243;3511;10204
data,1272664800000,1243;8668;10204
data,1167606000000,1243;7925;10204
data,1167606000000,1243;5064;10204
data,1167606000000,1243;1232;10204
data,1167606000000,1243;11318;10204
data,1167606000000,1243;9877;10204
data,1167606000000,1243;5452;10204
data,1167606000000,1243;3925;10204
data,1167606000000,1244;1505;10204
data,1167606000000,1244;6352;10204
data,1167606000000,1244;8734;10204
data,1167606000000,1244;750;10204
data,1167606000000,1244;5408;10205
data,1167606000000,1244;9575;10205
data,1167606000000,1244;9816;10205
data,1167606000000,1244;2784;10205
data,1167606000000,1244;4313;10205
data,1167606000000,1244;8873;10205
data,1167606000000,1244;11914;10205
data,1172703600000,1244;9154;10205
data,1172703600000,1244;8785;10205
data,1172703600000,1244;1828;10205
data,1172703600000,1244;4685;10205
data,1172703600000,1244;2059;10205
data,1172703600000,1244;2168;10205
data,1175378400000,1244;2069;10205
data,1175378400000,1244;1115;10205
data,1175378400000,1244;7314;10206
data,1175378400000,1244;7445;10206
data,1175378400000,1244;2967;10206
data,1175378400000,1244;6856;10206
data,1180648800000,1244;936;10206
data,1180648800000,1244;11473;10206
data,1180648800000,1244;9975;10206
data,1180648800000,1244;2051;10207
data,1180648800000,1244;3836;10207
data,1180648800000,1244;1354;10207
data,1180648800000,1244;9070;10207
data,1180648800000,1244;9578;10207
data,1180648800000,1244;5672;10207
data,1180648800000,1244;11108;10207
data,1180648800000,1244;1587;10207
data,1180648800000,1244;268;10207
data,1180648800000,1244;11410;10207
data,1180648800000,1244;12036;10207
data,1183240800000,1244;9869;10207
data,1183240800000,1244;2857;10208
data,1183240800000,1244;1545;10208
data,1183240800000,1244;200;10208
data,1183240800000,1244;2857;10209
data,1183240800000,1244;5703;10209
data,1185919200000,1244;4800;10210
data,1185919200000,1244;5297;10210
data,1185919200000,1244;10886;10210
data,1185919200000,1244;6521;10210
data,1185919200000,1244;4335;10210
data,1185919200000,1244;7454;10210
data,1185919200000,1244;2861;10210
data,1185919200000,1244;4108;10210
data,1185919200000,1244;5064;10210
data,1188597600000,1244;7768;10210
data,1188597600000,1244;5371;10210
data,1188597600000,1244;561;10210
data,1188597600000,1244;1322;10211
data,1191189600000,1244;11481;10211
data,1193871600000,1244;9636;10211
data,1193871600000,1245;2489;10211
data,1193871600000,1245;10036;10211
data,1193871600000,1245;833;10211
data,1193871600000,1245;6179;10211
data,1193871600000,1245;2818;10211
data,1193871600000,1245;12039;10211
data,1193871600000,1245;12032;10211
data,1193871600000,1245;2632;10211
data,1193871600000,1245;12284;10211
data,1193871600000,1245;2160;10211
data,1193871600000,1245;10268;10211
data,1199142000000,1245;1929;10211
data,1199142000000,1245;435;10211
data,1199142000000,1245;4483;10211
data,1199142000000,1245;1083;10211
data,1199142000000,1245;3352;10211
data,1199142000000,1245;5864;10211
data,1199142000000,1245;641;10212
data,1199142000000,1245;8858;10213
data,1201820400000,1245;4486;10213
data,1201820400000,1245;2755;10214
data,1201820400000,1245;9451;10214
data,1204326000000,1245;10792;10214
data,1204326000000,1245;3070;10214
data,1204326000000,1245;6680;10214
data,1204326000000,1245;2784;10214
data,1204326000000,1245;514;10215
data,1204326000000,1245;641;10216
data,1204326000000,1245;4390;10216
data,1204326000000,1245;5258;10217
data,1204326000000,1245;5133;10217
data,1207000800000,1245;5614;10218
data,1207000800000,1245;4217;10218
data,1207000800000,1245;5327;10219
data,1207000800000,1245;2743;10219
data,1207000800000,1245;8853;10219
data,1207000800000,1245;4250;10220
data,1209592800000,1245;1075;10220
data,1209592800000,1245;10958;10220
data,1214863200000,1245;5899;10221
data,1217541600000,1245;3451;10222
data,1217541600000,1245;5442;10223
data,1217541600000,1245;3659;10223
data,1217541600000,1245;7381;10224
data,1217541600000,1245;3451;10225
data,1217541600000,1245;6828;10226
data,1220220000000,1245;9350;10226
data,1220220000000,1246;2832;10227
data,1220220000000,1247;6770;10228
data,1220220000000,1247;1997;10228
data,1220220000000,1247;4668;10229
data,1228086000000,1247;5185;10229
data,1228086000000,1247;5248;10229
data,1228086000000,1247;9671;10229
data,1228086000000,1247;10327;10229
data,1228086000000,1247;10161;10229
data,1228086000000,1247;10543;10230
data,1228086000000,1247;2245;10231
data,1228086000000,1247;7159;10231
data,1228086000000,1247;11360;10231
data,1228086000000,1247;10420;10231
data,1228086000000,1247;2563;10232
data,1235862000000,1247;1814;10233
data,1235862000000,1247;10947;10233
data,1235862000000,1247;1152;10234
data,1235862000000,1247;1814;10235
data,1246399200000,1247;8629;10235
data,1246399200000,1247;7923;10236
data,1246399200000,1247;1526;10236
data,1246399200000,1248;1552;10236
data,1246399200000,1249;3451;10237
data,1246399200000,1249;8981;10237
data,1246399200000,1249;2821;10238
data,1246399200000,1249;5258;10239
data,1246399200000,1249;641;10240
data,1246399200000,1249;10256;10240
data,1246399200000,1249;11368;10241
data,1246399200000,1249;1335;10241
data,1246399200000,1249;1778;10242
data,1246399200000,1249;12409;10243
data,1246399200000,1249;4396;10244
data,1251756000000,1249;5899;10245
data,1267398000000,1249;2034;10246
data,1267398000000,1249;11265;10247
data,1267398000000,1249;11104;10248
data,1267398000000,1249;11277;10248
data,1267398000000,1249;2857;10249
data,1267398000000,1249;7381;10250
data,1275343200000,1249;1814;10251
data,1275343200000,1249;11882;10252
data,1275343200000,1249;320;10253
data,1275343200000,1249;10305;10253
data,1275343200000,1249;10860;10254
data,1277935200000,1249;6514;10254
data,1277935200000,1249;1147;10255
data,1277935200000,1249;2294;10255
data,1277935200000,1249;4184;10256
data,1277935200000,1249;1754;10257
data,1277935200000,1249;7095;10258
data,1277935200000,1249;11395;10258
data,1277935200000,1249;7915;10259
data,1277935200000,1249;10472;10260
data,1277935200000,1249;4836;10260
data,1277935200000,1249;1130;10261
data,1277935200000,1249;5499;10261
data,1283292000000,1249;10005;10261
data,1283292000000,1249;931;10261
data,1291158000000,1249;7359;10261
data,1291158000000,1249;188;10261
data,1291158000000,1249;4901;10261
data,1291158000000,1249;666;10261
data,1291158000000,1249;5322;10261
data,1291158000000,1249;6616;10261
data,1291158000000,1249;11485;10261
data,1291158000000,1249;849;10261
data,1291158000000,1249;8941;10261
data,1291158000000,1249;7518;10261
data,1291158000000,1249;10759;10261
data,1291158000000,1249;10148;10261
data,1291158000000,1249;9434;10261
data,1291158000000,1249;8356;10261
data,1291158000000,1249;6074;10261
data,1291158000000,1249;6197;10261
data,1291158000000,1249;6577;10261
data,1291158000000,1249;11893;10261
data,1291158000000,1249;7393;10261
data,1293836400000,1249;8959;10261
data,1293836400000,1249;2401;10261
data,1293836400000,1249;5495;10261
data,1293836400000,1249;9676;10261
data,1293836400000,1249;7535;10261
data,1293836400000,1249;8700;10261
data,1293836400000,1249;7194;10261
data,1293836400000,1249;4561;10261
data,1293836400000,1249;7855;10261
data,1293836400000,1249;5864;10261
data,1293836400000,1249;9064;10261
data,1296514800000,1249;8550;10261
data,1296514800000,1249;11402;10261
data,1296514800000,1249;5734;10261
data,1298934000000,1249;3444;10261
data,1298934000000,1249;7885;10261
data,1298934000000,1249;10125;10261
data,1225494000000,1249;7108;10261
data,1228086000000,1249;572;10261
data,1228086000000,1249;7681;10261
data,1228086000000,1249;11936;10261
data,1228086000000,1249;787;10261
data,1228086000000,1249;4407;10261
data,1230764400000,1249;8369;10261
data,1230764400000,1249;2327;10261
data,1233442800000,1249;12367;10261
data,1235862000000,1249;10757;10261
data,1235862000000,1249;4423;10261
data,1238536800000,1249;5023;10261
data,1238536800000,1249;3915;10261
data,1212271200000,1249;9953;10261
data,1214863200000,1249;10574;10261
data,1214863200000,1249;9325;10261
data,1214863200000,1249;7882;10261
data,1214863200000,1249;995;10261
data,1217541600000,1249;5195;10261
data,1220220000000,1249;165;10261
data,1220220000000,1249;11202;10261
data,1225494000000,1249;4746;10261
data,1225494000000,1249;873;10261
data,1283292000000,1249;3615;10261
data,1293836400000,1250;2597;10261
data,1293836400000,1250;2287;10261
data,1293836400000,1250;2433;10261
data,1293836400000,1250;1339;10262
data,1293836400000,1250;5864;10263
data,1293836400000,1250;12460;10264
data,1293836400000,1250;8243;10265
data,1293836400000,1250;6112;10265
data,1293836400000,1250;12279;10265
data,1293836400000,1250;2766;10266
data,1293836400000,1250;8300;10266
data,1293836400000,1250;11907;10266
data,1220220000000,1250;4129;10266
data,1233442800000,1250;1410;10266
data,1233442800000,1250;9075;10266
data,1233442800000,1250;1838;10266
data,1233442800000,1251;1171;10266
data,1233442800000,1251;11672;10266
data,1233442800000,1251;7367;10266
data,1235862000000,1251;11406;10266
data,1235862000000,1251;4424;10266
data,1235862000000,1251;382;10266
data,1235862000000,1251;1090;10266
data,1235862000000,1251;5804;10266
data,1235862000000,1252;3111;10266
data,1238536800000,1253;4410;10266
data,1238536800000,1253;2741;10267
data,1238536800000,1253;9267;10267
data,1238536800000,1253;10348;10267
data,1241128800000,1253;9479;10267
data,1243807200000,1253;4066;10267
data,1251756000000,1253;4114;10267
data,1259622000000,1253;3790;10267
data,1272664800000,1254;2585;10267
data,1188597600000,1254;8432;10267
data,1204326000000,1254;4336;10267
data,1204326000000,1254;11023;10267
data,1204326000000,1254;170;10267
data,1204326000000,1254;2334;10267
data,1209592800000,1254;5168;10267
data,1212271200000,1254;203;10267
data,1217541600000,1254;1856;10267
data,1225494000000,1254;7476;10267
data,1267398000000,1254;6409;10267
data,1204326000000,1254;9562;10267
data,1204326000000,1254;1154;10267
data,1204326000000,1254;3846;10267
data,1204326000000,1254;9682;10268
data,1204326000000,1254;4571;10268
data,1204326000000,1254;10171;10268
data,1204326000000,1254;12249;10268
data,1207000800000,1254;9369;10268
data,1207000800000,1254;11895;10268
data,1209592800000,1254;6232;10268
data,1209592800000,1254;9685;10268
data,1209592800000,1254;98;10268
data,1212271200000,1254;1564;10268
data,1212271200000,1255;12427;10268
data,1212271200000,1255;4012;10268
data,1212271200000,1255;7398;10269
data,1212271200000,1255;9576;10269
data,1212271200000,1255;11021;10269
data,1212271200000,1255;10219;10269
data,1212271200000,1255;9362;10269
data,1214863200000,1255;3706;10269
data,1214863200000,1255;8411;10269
data,1214863200000,1255;7415;10269
data,1217541600000,1255;842;10269
data,1217541600000,1255;3000;10269
data,1217541600000,1255;6488;10269
data,1217541600000,1255;124;10269
data,1220220000000,1255;8;10269
data,1304605074428,1255;5013;10270
data,1304605076176,1255;5013;10271
data,1304605080484,1255;3845;10271
data,1304605100560,1255;3033;10271
data,1188597600000,1255;8534;10271
data,1199142000000,1255;10368;10271
data,1199142000000,1255;4153;10271
data,1199142000000,1255;10091;10271
data,1199142000000,1255;3084;10271
data,1199142000000,1255;11806;10271
data,1204326000000,1255;8527;10272
data,1214863200000,1255;5076;10272
data,1217541600000,1255;6013;10272
data,1217541600000,1255;3059;10272
data,1233442800000,1255;2597;10272
data,1233442800000,1255;7900;10273
data,1233442800000,1255;3161;10274
data,1233442800000,1255;925;10274
data,1233442800000,1255;5116;10274
data,1233442800000,1255;11211;10274
data,1233442800000,1255;7900;10275
data,1233442800000,1255;6377;10276
data,1233442800000,1255;7993;10277
data,1233442800000,1255;2229;10278
data,1233442800000,1255;7714;10279
data,1235862000000,1255;215;10280
data,1235862000000,1255;2229;10281
data,1235862000000,1255;5887;10282
data,1235862000000,1255;5887;10283
data,1235862000000,1255;215;10284
data,1235862000000,1255;4599;10284
data,1235862000000,1255;4339;10285
data,1235862000000,1255;2229;10286
data,1235862000000,1255;11465;10287
data,1235862000000,1255;7900;10288
data,1238536800000,1255;5223;10288
data,1238536800000,1255;7583;10289
data,1238536800000,1255;1856;10289
data,1238536800000,1255;215;10290
data,1238536800000,1255;215;10291
data,1238536800000,1255;3721;10292
data,1241128800000,1255;8942;10292
data,1241128800000,1255;5444;10292
data,1243807200000,1255;1083;10292
data,1243807200000,1255;3338;10293
data,1246399200000,1255;2199;10294
data,1251756000000,1255;10988;10295
data,1254348000000,1255;150;10296
data,1228086000000,1256;2198;10297
data,1228086000000,1256;10565;10297
data,1228086000000,1256;8541;10297
data,1228086000000,1256;7077;10297
data,1228086000000,1257;6821;10297
data,1228086000000,1257;3057;10297
data,1228086000000,1257;5985;10297
data,1228086000000,1257;6805;10297
data,1228086000000,1257;444;10297
data,1228086000000,1257;9853;10297
data,1228086000000,1257;7501;10298
data,1228086000000,1257;10726;10298
data,1228086000000,1257;7925;10298
data,1228086000000,1257;11215;10298
data,1228086000000,1257;7448;10298
data,1228086000000,1257;6711;10298
data,1228086000000,1257;10368;10298
data,1228086000000,1257;6141;10299
data,1228086000000,1257;4122;10299
data,1228086000000,1257;2940;10299
data,1228086000000,1257;7629;10300
data,1228086000000,1257;1030;10300
data,1228086000000,1257;2315;10300
data,1228086000000,1257;1664;10300
data,1228086000000,1257;680;10300
data,1228086000000,1257;12204;10300
data,1228086000000,1257;8497;10300
data,1228086000000,1257;3257;10300
data,1228086000000,1257;5400;10300
data,1228086000000,1257;8104;10300
data,1228086000000,1257;7044;10300
data,1228086000000,1257;4599;10300
data,1228086000000,1257;4196;10300
data,1228086000000,1257;12184;10300
data,1228086000000,1257;6321;10300
data,1228086000000,1257;5978;10300
data,1228086000000,1257;6109;10300
data,1228086000000,1257;6709;10300
data,1228086000000,1257;10911;10300
data,1228086000000,1257;5830;10300
data,1228086000000,1257;4627;10300
data,1228086000000,1257;4982;10300
data,1228086000000,1257;9514;10300
data,1228086000000,1257;1718;10300
data,1228086000000,1257;3299;10301
data,1228086000000,1257;4161;10301
data,1228086000000,1257;11529;10301
data,1228086000000,1257;4048;10301
data,1228086000000,1257;8655;10301
data,1228086000000,1257;670;10302
data,1228086000000,1257;10360;10302
data,1228086000000,1257;10947;10302
data,1228086000000,1257;6228;10303
data,1228086000000,1257;7857;10303
data,1228086000000,1257;6300;10303
data,1228086000000,1257;3257;10303
data,1230764400000,1257;1551;10303
data,1230764400000,1258;3339;10303
data,1230764400000,1258;359;10303
data,1230764400000,1258;7431;10303
data,1233442800000,1258;2573;10304
data,1233442800000,1258;7835;10304
data,1233442800000,1258;2752;10305
data,1233442800000,1258;9440;10305
data,1235862000000,1258;247;10305
data,1235862000000,1258;1842;10305
data,1235862000000,1259;8506;10305
data,1235862000000,1259;4169;10305
data,1235862000000,1259;1929;10305
data,1235862000000,1259;1692;10305
data,1235862000000,1259;6714;10305
data,1235862000000,1259;7383;10305
data,1235862000000,1259;11023;10305
data,1235862000000,1259;229;10306
data,1238536800000,1259;3567;10307
data,1238536800000,1259;1366;10308
data,1238536800000,1259;6898;10308
data,1238536800000,1259;1366;10309
data,1238536800000,1259;9849;10310
data,1238536800000,1260;10780;10310
data,1238536800000,1260;10925;10310
data,1238536800000,1260;5786;10310
data,1238536800000,1260;1856;10310
data,1238536800000,1260;2484;10310
data,1238536800000,1261;6300;10310
data,1238536800000,1261;8145;10311
data,1238536800000,1261;3566;10311
data,1238536800000,1261;2485;10312
data,1241128800000,1261;10881;10313
data,1241128800000,1261;7409;10313
data,1241128800000,1262;3557;10313
data,1241128800000,1262;7622;10313
data,1241128800000,1262;6659;10313
data,1241128800000,1262;9717;10313
data,1241128800000,1262;680;10313
data,1243807200000,1262;1544;10313
data,1243807200000,1262;3426;10313
data,1243807200000,1262;8218;10314
data,1243807200000,1262;6912;10314
data,1243807200000,1262;6868;10314
data,1243807200000,1262;8145;10315
data,1243807200000,1262;3590;10315
data,1246399200000,1262;10899;10315
data,1246399200000,1262;12344;10315
data,1246399200000,1262;614;10315
data,1246399200000,1262;8134;10316
data,1249077600000,1262;5969;10317
data,1249077600000,1262;11130;10317
data,1249077600000,1262;6445;10317
data,1249077600000,1262;4640;10317
data,1249077600000,1262;5861;10317
data,1249077600000,1262;4833;10318
data,1251756000000,1262;4999;10318
data,1251756000000,1262;1171;10318
data,1251756000000,1262;3464;10318
data,1251756000000,1262;4204;10318
data,1251756000000,1262;1015;10319
data,1251756000000,1262;6092;10320
data,1251756000000,1262;8654;10320
data,1251756000000,1262;6246;10320
data,1251756000000,1262;11091;10320
data,1251756000000,1262;8994;10320
data,1254348000000,1263;8289;10320
data,1254348000000,1263;5920;10320
data,1254348000000,1263;8082;10320
data,1254348000000,1263;12279;10320
data,1254348000000,1263;4068;10320
data,1254348000000,1263;12216;10320
data,1254348000000,1263;344;10321
data,1254348000000,1263;12426;10321
data,1254348000000,1263;288;10321
data,1254348000000,1263;5612;10321
data,1254348000000,1263;480;10321
data,1254348000000,1263;11560;10321
data,1254348000000,1263;4211;10321
data,1254348000000,1263;11387;10321
data,1257030000000,1263;237;10321
data,1257030000000,1263;4216;10321
data,1257030000000,1264;165;10322
data,1257030000000,1264;2009;10322
data,1257030000000,1264;7684;10322
data,1257030000000,1264;2247;10322
data,1257030000000,1264;1202;10322
data,1257030000000,1264;6228;10323
data,1257030000000,1264;10235;10323
data,1257030000000,1264;8536;10323
data,1257030000000,1264;12418;10324
data,1257030000000,1264;6246;10324
data,1257030000000,1264;3217;10324
data,1257030000000,1264;10661;10324
data,1257030000000,1264;7629;10325
data,1257030000000,1264;6751;10325
data,1257030000000,1265;3538;10326
data,1257030000000,1265;6704;10326
data,1257030000000,1265;524;10326
data,1259622000000,1265;6733;10326
data,1259622000000,1265;9065;10326
data,1259622000000,1265;5861;10326
data,1259622000000,1265;12460;10327
data,1259622000000,1265;10035;10328
data,1259622000000,1265;9881;10328
data,1259622000000,1265;11482;10328
data,1259622000000,1265;1136;10328
data,1259622000000,1265;7889;10328
data,1259622000000,1265;10822;10328
data,1262300400000,1265;2562;10328
data,1262300400000,1265;11244;10328
data,1262300400000,1265;12456;10328
data,1262300400000,1265;8793;10328
data,1264978800000,1265;165;10329
data,1264978800000,1265;3625;10330
data,1264978800000,1265;2741;10331
data,1264978800000,1265;370;10331
data,1264978800000,1265;2684;10331
data,1264978800000,1265;1879;10331
data,1264978800000,1266;10407;10331
data,1264978800000,1266;5092;10331
data,1267398000000,1266;1366;10332
data,1267398000000,1266;2242;10332
data,1267398000000,1266;1350;10333
data,1267398000000,1266;7669;10334
data,1267398000000,1266;3433;10334
data,1267398000000,1266;5861;10334
data,1270072800000,1266;10894;10334
data,1270072800000,1266;873;10334
data,1270072800000,1266;9307;10334
data,1270072800000,1266;12032;10334
data,1270072800000,1266;2381;10334
data,1272664800000,1266;7875;10334
data,1272664800000,1266;1986;10335
data,1272664800000,1266;6821;10335
data,1272664800000,1266;352;10335
data,1272664800000,1266;8922;10336
data,1272664800000,1266;4189;10336
data,1272664800000,1266;2512;10336
data,1272664800000,1266;11454;10336
data,1272664800000,1266;2961;10336
data,1272664800000,1266;10126;10336
data,1272664800000,1266;10606;10337
data,1272664800000,1266;3403;10337
data,1272664800000,1266;1028;10338
data,1272664800000,1266;3445;10338
data,1275343200000,1266;10162;10338
data,1275343200000,1266;7611;10338
data,1275343200000,1267;1242;10339
data,1275343200000,1267;5793;10339
data,1275343200000,1267;2788;10339
data,1275343200000,1267;12456;10339
data,1277935200000,1267;3733;10339
data,1277935200000,1267;9298;10340
data,1277935200000,1267;7417;10340
data,1277935200000,1267;3803;10340
data,1277935200000,1267;10463;10341
data,1277935200000,1267;12131;10341
data,1277935200000,1267;837;10342
data,1277935200000,1267;5741;10342
data,1277935200000,1267;6192;10342
data,1277935200000,1267;12392;10342
data,1277935200000,1267;8593;10342
data,1277935200000,1267;12279;10342
data,1280613600000,1267;2766;10343
data,1280613600000,1267;7885;10343
data,1280613600000,1267;5077;10343
data,1283292000000,1267;6921;10343
data,1283292000000,1268;1350;10344
data,1283292000000,1268;4026;10345
data,1285884000000,1268;11697;10345
data,1285884000000,1268;2435;10345
data,1285884000000,1268;8406;10345
data,1285884000000,1268;8260;10345
data,1285884000000,1268;11485;10345
data,1285884000000,1268;10302;10346
data,1285884000000,1268;3078;10346
data,1288566000000,1268;8556;10346
data,1288566000000,1268;11098;10346
data,1288566000000,1268;10937;10346
data,1288566000000,1268;12131;10346
data,1288566000000,1268;10399;10346
data,1288566000000,1268;10839;10346
data,1288566000000,1268;7476;10346
data,1288566000000,1268;7930;10346
data,1291158000000,1268;2400;10346
data,1291158000000,1268;8461;10346
data,1291158000000,1268;2378;10346
data,1293836400000,1268;6876;10347
data,1293836400000,1268;9137;10347
data,1293836400000,1268;1544;10347
data,1293836400000,1268;4840;10348
data,1293836400000,1268;10028;10348
data,1293836400000,1268;10028;10348
data,1293836400000,1268;11005;10348
data,1293836400000,1268;5568;10348
data,1293836400000,1268;12403;10349
data,1293836400000,1268;10894;10349
data,1293836400000,1268;354;10350
data,1293836400000,1268;731;10350
data,1293836400000,1268;6876;10351
data,1296514800000,1268;5069;10352
data,1296514800000,1268;1063;10352
data,1296514800000,1268;11558;10353
data,1296514800000,1268;5304;10353
data,1298934000000,1268;3693;10353
data,1298934000000,1268;10621;10353
data,1298934000000,1268;596;10353
data,1298934000000,1268;4269;10353
data,1298934000000,1268;3997;10353
data,1298934000000,1268;10661;10353
data,1298934000000,1268;8907;10353
data,1298934000000,1268;5280;10354
data,1298934000000,1268;1364;10355
data,1298934000000,1268;10794;10355
data,1298934000000,1268;11177;10355
data,1304605164659,1268;4235;10355
data,1304695857263,1268;3266;10355
data,1304695858589,1268;7334;10355
data,1304695859887,1268;8780;10356
data,1304695859889,1268;2946;10357
data,1304695874128,1268;2946;10358
data,1304695874125,1268;8780;10359
data,1193871600000,1268;5738;10359
data,1193871600000,1268;2724;10359
data,1193871600000,1268;11983;10359
data,1193871600000,1268;7;10359
data,1193871600000,1268;5094;10359
data,1193871600000,1268;457;10359
data,1193871600000,1268;8406;10359
data,1193871600000,1268;1739;10359
data,1193871600000,1268;11551;10359
data,1193871600000,1268;2599;10359
data,1193871600000,1268;8674;10359
data,1193871600000,1268;7327;10359
data,1193871600000,1268;1083;10359
data,1193871600000,1269;6623;10359
data,1193871600000,1269;9565;10359
data,1193871600000,1269;12443;10359
data,1193871600000,1269;123;10360
data,1193871600000,1269;1897;10360
