New Run at  07/14/2017 15:39:43
, Time, RandomReward; N_LinUCBReward; 
data,1280613600000,91;1621;658
data,1280613600000,91;12371;658
data,1280613600000,91;11595;658
data,1280613600000,91;5245;658
data,1280613600000,91;4527;658
data,1280613600000,91;2789;659
data,1280613600000,91;834;659
data,1280613600000,91;2241;660
data,1280613600000,91;2220;660
data,1280613600000,91;9407;660
data,1280613600000,91;5732;660
data,1280613600000,91;1692;660
data,1280613600000,91;10196;660
data,1280613600000,91;653;660
data,1280613600000,91;6381;660
data,1280613600000,91;25;661
data,1280613600000,91;1467;661
data,1280613600000,91;9331;661
data,1280613600000,91;1724;661
data,1280613600000,91;5007;661
data,1280613600000,91;12374;661
data,1280613600000,91;2373;661
data,1280613600000,92;5643;662
data,1280613600000,92;154;663
data,1280613600000,92;4943;664
data,1280613600000,92;5178;664
data,1280613600000,92;4366;664
data,1280613600000,92;846;664
data,1280613600000,92;4695;664
data,1280613600000,92;7548;664
data,1280613600000,92;5751;664
data,1280613600000,92;8474;665
data,1280613600000,92;989;665
data,1280613600000,92;10340;665
data,1280613600000,92;10081;665
data,1280613600000,92;6504;666
data,1280613600000,92;8640;667
data,1280613600000,92;1360;668
data,1280613600000,92;3353;668
data,1280613600000,92;753;668
data,1280613600000,92;9153;669
data,1280613600000,92;4988;670
data,1280613600000,92;10177;671
data,1280613600000,92;309;671
data,1280613600000,92;843;671
data,1280613600000,92;10398;672
data,1280613600000,92;4402;672
data,1280613600000,92;9817;672
data,1280613600000,92;10414;672
data,1280613600000,92;3416;672
data,1280613600000,92;4672;672
data,1280613600000,92;6555;673
data,1280613600000,92;8634;674
data,1280613600000,92;5305;675
data,1280613600000,92;852;675
data,1280613600000,92;1030;675
data,1280613600000,92;3065;676
data,1280613600000,92;12275;677
data,1280613600000,92;10999;678
data,1280613600000,92;11468;678
data,1280613600000,92;5155;679
data,1280613600000,92;6143;679
data,1280613600000,92;1533;679
data,1280613600000,92;2142;679
data,1280613600000,92;8616;679
data,1280613600000,92;5231;679
data,1280613600000,92;5993;679
data,1280613600000,92;331;679
data,1280613600000,92;7166;680
data,1280613600000,92;7160;681
data,1280613600000,92;731;682
data,1280613600000,92;2358;683
data,1280613600000,92;7499;683
data,1280613600000,92;7499;683
data,1280613600000,92;4217;683
data,1280613600000,92;2922;683
data,1280613600000,92;11733;684
data,1280613600000,92;8375;685
data,1280613600000,92;4130;686
data,1280613600000,92;3099;686
data,1280613600000,92;4186;687
data,1280613600000,92;11196;687
data,1280613600000,92;12057;687
data,1280613600000,92;300;688
data,1280613600000,92;6568;689
data,1280613600000,92;2645;690
data,1280613600000,92;1286;691
data,1280613600000,92;1447;691
data,1280613600000,92;908;691
data,1280613600000,92;7111;692
data,1280613600000,92;294;693
data,1280613600000,93;941;693
data,1280613600000,93;3134;693
data,1280613600000,93;8816;693
data,1280613600000,93;358;693
data,1280613600000,93;3690;693
data,1280613600000,93;6449;694
data,1280613600000,93;2879;694
data,1280613600000,93;5617;695
data,1280613600000,93;6874;696
data,1280613600000,93;766;697
data,1280613600000,93;11876;698
data,1280613600000,93;948;699
data,1280613600000,93;7733;699
data,1280613600000,93;7183;699
data,1280613600000,93;9909;699
data,1280613600000,93;5770;700
data,1280613600000,93;4625;700
data,1280613600000,93;11542;700
data,1280613600000,93;3227;700
data,1280613600000,93;11146;700
data,1280613600000,93;3294;701
data,1280613600000,93;8970;701
data,1280613600000,93;10095;702
data,1280613600000,93;938;702
data,1280613600000,93;8665;702
data,1280613600000,93;9703;702
data,1280613600000,93;5289;702
data,1280613600000,93;7807;702
data,1280613600000,93;11898;703
data,1280613600000,93;6539;703
data,1280613600000,93;11363;704
data,1280613600000,93;7057;704
data,1280613600000,93;2065;704
data,1280613600000,93;11003;704
data,1280613600000,93;51;704
data,1280613600000,93;2303;704
data,1280613600000,93;7278;704
data,1280613600000,93;8896;704
data,1280613600000,93;5312;705
data,1280613600000,93;5786;705
data,1280613600000,93;5540;706
data,1280613600000,93;5822;707
data,1280613600000,93;8212;707
data,1280613600000,93;12399;707
data,1280613600000,93;1168;708
data,1280613600000,93;3438;708
data,1280613600000,93;7484;708
data,1280613600000,93;1474;708
data,1280613600000,93;4339;709
data,1280613600000,93;2142;709
data,1280613600000,93;10681;709
data,1280613600000,93;11199;709
data,1280613600000,93;12150;710
data,1280613600000,93;8612;710
data,1280613600000,93;9112;710
data,1280613600000,93;10576;710
data,1280613600000,93;4978;711
data,1280613600000,93;3659;711
data,1280613600000,93;1959;712
data,1280613600000,93;4637;712
data,1280613600000,93;6725;713
data,1280613600000,94;923;714
data,1280613600000,94;10437;715
data,1280613600000,94;8150;715
data,1280613600000,94;2280;715
data,1280613600000,94;11927;716
data,1280613600000,94;6278;717
data,1280613600000,94;1870;718
data,1280613600000,94;1437;718
data,1280613600000,94;5022;719
data,1280613600000,94;6819;719
data,1280613600000,95;9837;719
data,1280613600000,95;3;719
data,1280613600000,95;8648;719
data,1280613600000,95;26;720
data,1280613600000,95;2057;721
data,1280613600000,95;2733;722
data,1280613600000,95;6979;722
data,1280613600000,95;1187;723
data,1280613600000,95;10935;724
data,1280613600000,95;4668;725
data,1280613600000,95;3489;725
data,1280613600000,95;458;725
data,1280613600000,95;8927;725
data,1280613600000,95;3039;725
data,1280613600000,95;3336;726
data,1280613600000,95;2253;727
data,1280613600000,95;1096;727
data,1280613600000,95;3231;728
data,1280613600000,95;7833;728
data,1280613600000,95;5068;728
data,1280613600000,95;3037;729
data,1304596730436,96;1236;730
data,1304596770583,96;1236;731
data,1259622000000,96;4807;731
data,1259622000000,96;6575;731
data,1259622000000,96;9124;731
data,1262300400000,96;10303;731
data,1262300400000,96;12411;731
data,1262300400000,96;471;731
data,1262300400000,96;4666;731
data,1262300400000,96;9479;731
data,1264978800000,96;483;732
data,1264978800000,97;694;732
data,1264978800000,97;7327;732
data,1264978800000,97;1168;733
data,1264978800000,97;7057;733
data,1264978800000,97;7549;733
data,1264978800000,97;5897;733
data,1264978800000,97;8495;733
data,1264978800000,97;3479;733
data,1264978800000,97;5471;734
data,1264978800000,97;2238;734
data,1264978800000,97;5449;734
data,1264978800000,98;8052;734
data,1264978800000,98;3723;734
data,1264978800000,98;10448;734
data,1264978800000,99;7473;734
data,1264978800000,99;9488;734
data,1264978800000,99;12235;734
data,1264978800000,99;5169;734
data,1264978800000,99;7111;734
data,1264978800000,99;6579;734
data,1264978800000,99;6582;734
data,1264978800000,100;6899;734
data,1264978800000,100;9324;734
data,1264978800000,100;9966;734
data,1264978800000,100;5786;734
data,1264978800000,100;10291;734
data,1264978800000,100;11332;734
data,1264978800000,100;1178;734
data,1264978800000,100;8873;734
data,1264978800000,100;4696;734
data,1264978800000,100;4130;734
data,1264978800000,100;11878;734
data,1264978800000,100;3161;734
data,1264978800000,100;12085;735
data,1264978800000,100;11537;735
data,1264978800000,100;5087;735
data,1264978800000,100;7775;736
data,1264978800000,100;1933;736
data,1264978800000,100;3345;736
data,1264978800000,100;10694;736
data,1264978800000,100;5856;736
data,1264978800000,100;12149;736
data,1264978800000,100;7677;736
data,1264978800000,100;9390;736
data,1264978800000,100;9653;737
data,1264978800000,100;9190;737
data,1264978800000,100;12366;737
data,1264978800000,100;823;737
data,1264978800000,100;9365;737
data,1264978800000,100;3508;737
data,1264978800000,100;7052;737
data,1264978800000,100;12252;737
data,1264978800000,100;3144;738
data,1264978800000,100;9370;738
data,1264978800000,100;6177;738
data,1264978800000,100;5659;738
data,1264978800000,100;11201;738
data,1264978800000,100;9000;738
data,1264978800000,100;5835;738
data,1264978800000,101;1211;738
data,1264978800000,101;3484;738
data,1264978800000,101;923;738
data,1264978800000,101;5213;738
data,1264978800000,101;4497;738
data,1264978800000,101;9243;738
data,1264978800000,101;5770;739
data,1264978800000,101;1352;739
data,1264978800000,101;8544;739
data,1264978800000,101;731;740
data,1264978800000,101;3712;740
data,1264978800000,101;12097;740
data,1264978800000,101;6366;740
data,1264978800000,101;1529;740
data,1264978800000,101;6874;741
data,1264978800000,101;2111;741
data,1264978800000,101;294;742
data,1264978800000,101;10576;743
data,1264978800000,101;7160;743
data,1264978800000,101;12120;744
data,1264978800000,101;6863;744
data,1264978800000,101;6020;744
data,1264978800000,102;10543;745
data,1264978800000,102;9890;745
data,1264978800000,102;4199;745
data,1264978800000,102;10414;746
data,1264978800000,102;10251;746
data,1264978800000,102;6790;746
data,1264978800000,102;4643;747
data,1264978800000,102;7905;747
data,1264978800000,102;8435;748
data,1264978800000,102;7058;749
data,1264978800000,102;7882;749
data,1264978800000,102;5771;749
data,1264978800000,102;2059;749
data,1264978800000,102;9337;749
data,1264978800000,102;6315;749
data,1264978800000,102;10088;750
data,1267398000000,102;10266;750
data,1267398000000,102;6330;750
data,1267398000000,102;9693;750
data,1267398000000,102;527;751
data,1267398000000,102;1360;751
data,1267398000000,102;817;752
data,1267398000000,102;3235;752
data,1267398000000,102;300;753
data,1267398000000,102;9685;754
data,1267398000000,102;3915;754
data,1267398000000,102;10460;754
data,1267398000000,102;5753;755
data,1267398000000,102;11733;755
data,1267398000000,102;1264;755
data,1267398000000,102;477;755
data,1267398000000,102;7084;755
data,1267398000000,102;6822;755
data,1267398000000,102;4127;755
data,1267398000000,103;6067;756
data,1267398000000,103;516;757
data,1267398000000,103;12399;757
data,1267398000000,103;3324;757
data,1267398000000,103;6940;757
data,1267398000000,103;11144;757
data,1267398000000,103;4831;758
data,1267398000000,103;661;758
data,1267398000000,103;4061;758
data,1267398000000,104;8419;758
data,1267398000000,104;516;759
data,1267398000000,104;8637;759
data,1267398000000,104;1286;760
data,1267398000000,104;6093;760
data,1267398000000,104;9327;760
data,1267398000000,104;3659;760
data,1267398000000,104;51;760
data,1267398000000,104;8634;760
data,1267398000000,104;11111;761
data,1267398000000,104;6579;761
data,1267398000000,104;6950;761
data,1267398000000,104;9465;762
data,1267398000000,104;9226;762
data,1267398000000,104;4943;762
data,1267398000000,104;3475;762
data,1270072800000,104;12331;763
data,1270072800000,104;8851;763
data,1270072800000,104;2033;763
data,1270072800000,104;5309;764
data,1270072800000,104;294;765
data,1270072800000,104;3206;765
data,1270072800000,104;2253;765
data,1272664800000,104;5329;766
data,1272664800000,104;6874;767
data,1272664800000,104;7197;768
data,1272664800000,104;1342;769
data,1272664800000,104;6874;770
data,1272664800000,104;10088;771
data,1272664800000,104;6874;772
data,1272664800000,104;8783;772
data,1272664800000,104;10088;773
data,1272664800000,104;7278;773
data,1272664800000,104;1942;773
data,1272664800000,104;10177;774
data,1272664800000,104;7833;774
data,1275343200000,104;6874;775
data,1275343200000,104;6005;776
data,1275343200000,104;3353;776
data,1275343200000,104;2100;776
data,1275343200000,104;6874;777
data,1275343200000,104;6874;778
data,1275343200000,104;9430;779
data,1275343200000,104;12288;780
data,1275343200000,104;5590;780
data,1275343200000,104;4036;780
data,1275343200000,104;1381;781
data,1275343200000,104;10348;781
data,1275343200000,104;7054;781
data,1275343200000,104;11248;782
data,1275343200000,104;11326;782
data,1275343200000,104;3625;782
data,1304596810163,104;10088;783
data,1304596814456,104;10088;784
data,1304685121537,104;3466;784
data,1304685124413,104;10494;784
data,1304685124404,104;2057;784
data,1304686261760,104;9520;785
data,1304686261773,104;6195;785
data,1270072800000,104;9673;785
data,1270072800000,104;583;785
data,1270072800000,104;6400;785
data,1272664800000,104;2834;785
data,1272664800000,104;5710;785
data,1272664800000,104;4766;785
data,1275343200000,104;1020;785
data,1275343200000,104;5048;785
data,1275343200000,104;7614;785
data,1275343200000,104;10838;785
data,1275343200000,104;7816;785
data,1277935200000,104;9493;785
data,1277935200000,104;11186;785
data,1277935200000,104;9531;785
data,1277935200000,104;2749;785
data,1277935200000,104;4887;785
data,1277935200000,104;908;785
data,1277935200000,104;10102;785
data,1277935200000,104;8606;785
data,1277935200000,104;4262;785
data,1280613600000,104;3111;785
data,1280613600000,104;5187;785
data,1280613600000,104;5202;785
data,1280613600000,104;3321;785
data,1280613600000,104;7222;785
data,1280613600000,104;8079;785
data,1280613600000,104;1759;785
data,1280613600000,105;4277;785
data,1280613600000,105;2895;785
data,1280613600000,105;2789;785
data,1280613600000,105;9738;785
data,1280613600000,105;9574;785
data,1280613600000,105;942;785
data,1280613600000,105;2558;785
data,1280613600000,105;6047;785
data,1283292000000,105;9966;785
data,1283292000000,105;9097;785
data,1283292000000,105;8927;785
data,1283292000000,105;826;785
data,1283292000000,105;2438;785
data,1283292000000,105;5710;785
data,1283292000000,105;6335;785
data,1283292000000,105;9843;785
data,1283292000000,105;2415;785
data,1283292000000,106;7925;785
data,1283292000000,106;6595;785
data,1283292000000,106;1302;785
data,1285884000000,106;1520;785
data,1285884000000,106;8057;785
data,1285884000000,106;6474;785
data,1285884000000,106;6539;785
data,1285884000000,106;4615;785
data,1285884000000,106;6022;785
data,1285884000000,106;5551;785
data,1285884000000,106;12117;785
data,1285884000000,106;9327;785
data,1285884000000,106;3571;785
data,1285884000000,106;3955;785
data,1285884000000,106;9878;785
data,1285884000000,106;7083;785
data,1285884000000,106;5503;785
data,1285884000000,106;2049;785
data,1285884000000,106;12069;785
data,1285884000000,107;9270;785
data,1285884000000,107;11124;785
data,1285884000000,107;4430;785
data,1285884000000,107;7167;785
data,1285884000000,107;3583;785
data,1285884000000,107;10181;785
data,1285884000000,107;12209;785
data,1285884000000,107;9653;785
data,1285884000000,107;1823;785
data,1285884000000,107;9989;785
data,1285884000000,107;4316;785
data,1285884000000,107;7337;785
data,1285884000000,107;8259;785
data,1285884000000,107;8073;785
data,1285884000000,107;10868;785
data,1285884000000,107;11456;785
data,1285884000000,107;7881;785
data,1285884000000,107;3396;785
data,1285884000000,107;6460;785
data,1285884000000,107;11113;785
data,1285884000000,107;942;785
data,1285884000000,107;9160;785
data,1285884000000,107;11428;785
data,1285884000000,107;552;785
data,1285884000000,107;672;785
data,1285884000000,107;11970;785
data,1285884000000,108;4705;785
data,1285884000000,108;2200;785
data,1285884000000,108;885;785
data,1285884000000,108;11602;785
data,1285884000000,109;6125;785
data,1285884000000,109;3568;785
data,1288566000000,109;11595;785
data,1288566000000,109;10054;785
data,1288566000000,109;579;785
data,1288566000000,109;1580;785
data,1288566000000,109;7164;785
data,1288566000000,109;5114;785
data,1288566000000,109;8025;785
data,1288566000000,109;10625;785
data,1288566000000,109;5139;785
data,1288566000000,109;4896;785
data,1288566000000,109;5795;785
data,1288566000000,110;6597;785
data,1288566000000,110;7922;785
data,1288566000000,110;203;785
data,1288566000000,110;6800;785
data,1288566000000,110;3334;785
data,1288566000000,110;3570;785
data,1288566000000,110;11113;785
data,1288566000000,110;2189;785
data,1288566000000,110;3644;785
data,1288566000000,110;7167;785
data,1288566000000,110;7186;785
data,1288566000000,110;11711;785
data,1288566000000,110;2429;785
data,1288566000000,110;9785;785
data,1288566000000,110;7473;785
data,1288566000000,110;145;785
data,1288566000000,110;3676;785
data,1288566000000,110;7160;786
data,1288566000000,110;8878;787
data,1288566000000,110;6555;788
data,1288566000000,110;7111;789
data,1288566000000,110;11144;790
data,1288566000000,110;8899;790
data,1288566000000,110;2681;791
data,1288566000000,110;7160;792
data,1288566000000,110;11144;793
data,1288566000000,110;4129;793
data,1288566000000,110;2645;794
data,1288566000000,110;6555;795
data,1288566000000,110;7160;796
data,1288566000000,110;6449;797
data,1288566000000,110;6504;798
data,1288566000000,110;5530;799
data,1288566000000,110;10813;799
data,1288566000000,110;2681;800
data,1288566000000,110;11931;800
data,1288566000000,110;5305;801
data,1288566000000,110;2733;802
data,1288566000000,110;6874;803
data,1288566000000,110;8634;803
data,1288566000000,110;5533;803
data,1291158000000,110;4807;803
data,1291158000000,111;117;803
data,1291158000000,111;4988;804
data,1291158000000,111;6555;805
data,1291158000000,111;2681;806
data,1291158000000,111;6536;806
data,1291158000000,111;398;806
data,1291158000000,111;2706;806
data,1291158000000,111;7111;807
data,1291158000000,111;2681;808
data,1291158000000,111;2645;809
data,1291158000000,111;7160;810
data,1291158000000,111;8878;811
data,1291158000000,111;6555;812
data,1291158000000,111;2645;813
data,1291158000000,111;8332;813
data,1291158000000,111;5305;814
data,1291158000000,111;5182;814
data,1291158000000,111;12331;814
data,1291158000000,111;2645;815
data,1291158000000,111;6555;816
data,1291158000000,111;2413;816
data,1291158000000,111;5558;816
data,1291158000000,111;11144;817
data,1291158000000,111;10384;817
data,1291158000000,111;6449;818
data,1291158000000,111;12042;818
data,1291158000000,111;3392;818
data,1291158000000,111;9136;818
data,1291158000000,111;2656;818
data,1291158000000,111;4988;819
data,1291158000000,111;4099;819
data,1291158000000,111;7160;820
data,1291158000000,111;3687;820
data,1291158000000,111;2645;821
data,1291158000000,111;6504;822
data,1291158000000,111;8878;823
data,1291158000000,111;10999;824
data,1291158000000,111;2645;825
data,1291158000000,111;7529;825
data,1291158000000,111;7576;825
data,1291158000000,111;6504;826
data,1291158000000,111;2213;826
data,1291158000000,112;7950;826
data,1291158000000,112;7865;827
data,1291158000000,112;3915;827
data,1291158000000,112;11850;827
data,1291158000000,112;1086;827
data,1291158000000,112;8878;828
data,1291158000000,112;4704;828
data,1291158000000,112;4936;828
data,1291158000000,112;1790;829
data,1291158000000,112;7155;829
data,1291158000000,112;6449;830
data,1291158000000,112;6555;831
data,1291158000000,112;2681;832
data,1291158000000,112;11144;833
data,1291158000000,112;2645;834
data,1291158000000,112;11144;835
data,1291158000000,112;7160;836
data,1291158000000,112;4988;837
data,1291158000000,112;6278;837
data,1291158000000,112;6449;838
data,1293836400000,112;1410;838
data,1293836400000,112;4137;838
data,1293836400000,112;7907;838
data,1293836400000,112;4156;838
data,1293836400000,112;7155;838
data,1293836400000,112;8534;838
data,1293836400000,112;2733;839
data,1293836400000,112;7907;839
data,1293836400000,112;3915;839
data,1293836400000,112;9586;839
data,1293836400000,112;12465;839
data,1293836400000,112;154;840
data,1293836400000,112;10388;840
data,1293836400000,113;4129;840
data,1293836400000,113;7230;841
data,1293836400000,113;9333;841
data,1293836400000,113;9198;842
data,1293836400000,113;2733;843
data,1293836400000,113;923;844
data,1293836400000,113;4061;844
data,1293836400000,113;4527;844
data,1293836400000,113;3466;844
data,1293836400000,113;7440;844
data,1293836400000,113;2350;844
data,1293836400000,113;2531;844
data,1293836400000,113;4537;844
data,1293836400000,113;6470;845
data,1293836400000,113;8192;845
data,1293836400000,113;12069;845
data,1293836400000,113;11881;845
data,1293836400000,113;731;846
data,1293836400000,113;7293;847
data,1293836400000,113;10565;848
data,1293836400000,113;297;848
data,1293836400000,113;2733;849
data,1293836400000,113;4988;850
data,1293836400000,113;7058;850
data,1293836400000,113;6831;850
data,1293836400000,113;639;850
data,1293836400000,113;3764;850
data,1293836400000,113;9185;850
data,1296514800000,113;5786;850
data,1296514800000,113;8375;851
data,1296514800000,113;3065;851
data,1296514800000,113;10813;851
data,1296514800000,113;1265;851
data,1296514800000,113;4419;851
data,1296514800000,113;1806;851
data,1296514800000,113;11898;852
data,1298934000000,113;6536;852
data,1298934000000,113;2681;853
data,1298934000000,113;1406;853
data,1298934000000,113;6504;854
data,1298934000000,113;6504;855
data,1304596903908,113;8572;856
data,1304596915753,113;8572;857
data,1193871600000,113;4076;857
data,1193871600000,113;9738;857
data,1193871600000,113;2938;857
data,1193871600000,113;8522;857
data,1196463600000,113;11792;857
data,1196463600000,113;873;857
data,1196463600000,113;4483;857
data,1196463600000,114;3004;857
data,1196463600000,114;6984;857
data,1199142000000,114;2895;857
data,1201820400000,114;11269;857
data,1201820400000,114;8923;857
data,1201820400000,114;9673;857
data,1201820400000,114;8316;857
data,1201820400000,114;3652;858
data,1209592800000,114;2935;858
data,1209592800000,114;323;859
data,1209592800000,114;6993;859
data,1209592800000,114;9706;859
data,1209592800000,115;9730;859
data,1209592800000,115;995;860
data,1209592800000,115;2210;860
data,1212271200000,115;10660;860
data,1212271200000,115;323;861
data,1212271200000,115;6301;862
data,1212271200000,115;516;863
data,1214863200000,115;323;864
data,1214863200000,115;11905;864
data,1214863200000,115;7160;865
data,1214863200000,115;3134;865
data,1214863200000,115;995;866
data,1214863200000,115;995;867
data,1214863200000,115;4184;867
data,1214863200000,115;5551;867
data,1214863200000,115;5241;867
data,1214863200000,116;5668;867
data,1214863200000,116;323;868
data,1214863200000,116;323;869
data,1214863200000,116;6449;869
data,1214863200000,116;7371;869
data,1214863200000,116;6537;870
data,1214863200000,116;323;871
data,1214863200000,116;6301;872
data,1214863200000,116;323;873
data,1214863200000,116;2565;873
data,1214863200000,116;10799;873
data,1214863200000,116;995;874
data,1214863200000,116;323;875
data,1214863200000,116;6537;876
data,1217541600000,116;323;877
data,1217541600000,116;323;878
data,1217541600000,116;323;879
data,1220220000000,117;323;880
data,1220220000000,117;323;881
data,1220220000000,117;6574;882
data,1220220000000,117;7154;882
data,1220220000000,117;6301;883
data,1220220000000,117;323;884
data,1220220000000,117;5391;884
data,1220220000000,117;516;885
data,1220220000000,117;6301;886
data,1220220000000,117;323;887
data,1220220000000,117;323;888
data,1220220000000,117;516;889
data,1220220000000,117;323;890
data,1220220000000,117;5897;890
data,1220220000000,117;146;890
data,1220220000000,117;323;891
data,1222812000000,117;323;892
data,1222812000000,117;4854;893
data,1222812000000,117;516;894
data,1222812000000,117;516;895
data,1222812000000,117;516;896
data,1222812000000,117;8413;896
data,1222812000000,117;323;897
data,1222812000000,117;1174;898
data,1222812000000,117;11767;898
data,1222812000000,117;323;899
data,1225494000000,117;6537;900
data,1225494000000,117;10254;900
data,1225494000000,117;323;901
data,1225494000000,117;323;902
data,1225494000000,117;11810;902
data,1225494000000,117;4497;902
data,1228086000000,118;323;903
data,1228086000000,118;6537;904
data,1228086000000,118;4763;904
data,1228086000000,118;2136;904
data,1228086000000,118;9350;905
data,1228086000000,118;1912;905
data,1228086000000,118;6537;906
data,1228086000000,118;10899;906
data,1228086000000,118;11429;906
data,1228086000000,118;323;907
data,1228086000000,118;1993;907
data,1228086000000,118;12021;907
data,1230764400000,118;9652;907
data,1230764400000,118;5126;907
data,1230764400000,118;12443;907
data,1230764400000,118;757;907
data,1230764400000,118;5821;907
data,1230764400000,118;5942;908
data,1230764400000,118;5942;909
data,1233442800000,118;4854;910
data,1233442800000,118;4854;911
data,1235862000000,118;4832;911
data,1235862000000,118;6705;911
data,1235862000000,118;9270;911
data,1235862000000,118;5334;911
data,1235862000000,118;1228;911
data,1235862000000,118;11;911
data,1235862000000,118;9000;911
data,1238536800000,119;2120;912
data,1238536800000,120;516;913
data,1241128800000,120;4794;913
data,1241128800000,121;6000;913
data,1251756000000,121;4854;914
data,1251756000000,121;8317;914
data,1251756000000,121;3014;914
data,1251756000000,121;5225;914
data,1251756000000,121;11366;914
data,1251756000000,121;1015;914
data,1251756000000,121;4854;915
data,1251756000000,121;10421;915
data,1251756000000,121;4854;916
data,1254348000000,121;3652;917
data,1254348000000,121;5464;918
data,1254348000000,121;2323;918
data,1254348000000,121;6823;918
data,1254348000000,121;7043;918
data,1254348000000,121;11776;918
data,1254348000000,121;5942;919
data,1254348000000,121;8426;919
data,1254348000000,121;4854;920
data,1254348000000,121;10659;920
data,1257030000000,121;757;920
data,1257030000000,121;5942;921
data,1257030000000,121;5828;921
data,1257030000000,121;8187;921
data,1257030000000,121;2027;921
data,1257030000000,121;5942;922
data,1257030000000,121;5488;922
data,1257030000000,121;5836;922
data,1257030000000,121;4854;923
data,1257030000000,121;825;924
data,1257030000000,121;1704;925
data,1262300400000,121;516;926
data,1262300400000,121;7881;926
data,1270072800000,121;8055;927
data,1277935200000,121;4979;927
data,1280613600000,121;12219;928
data,1238536800000,121;9775;928
data,1241128800000,122;9488;928
data,1241128800000,122;9738;928
data,1241128800000,122;7484;928
data,1241128800000,122;9592;928
data,1241128800000,122;2835;928
data,1241128800000,122;11145;928
data,1241128800000,122;6072;928
data,1241128800000,122;969;928
data,1241128800000,122;2376;928
data,1241128800000,122;9577;928
data,1241128800000,123;10129;928
data,1241128800000,123;10167;928
data,1241128800000,123;2362;928
data,1241128800000,123;4320;928
data,1241128800000,123;5213;928
data,1241128800000,123;10239;928
data,1241128800000,123;5478;928
data,1241128800000,123;5146;928
data,1241128800000,123;9406;928
data,1241128800000,123;6845;928
data,1241128800000,123;6322;928
data,1241128800000,123;10885;928
data,1241128800000,123;7730;928
data,1241128800000,123;11249;928
data,1241128800000,123;6717;929
data,1241128800000,123;3366;930
data,1241128800000,123;3382;931
data,1241128800000,123;4316;932
data,1241128800000,123;5161;932
data,1241128800000,123;7549;932
data,1241128800000,123;10236;932
data,1241128800000,123;7265;932
data,1241128800000,123;4863;932
data,1241128800000,123;11160;933
data,1241128800000,123;7774;933
data,1241128800000,123;6535;934
data,1241128800000,123;7560;934
data,1241128800000,123;9133;934
data,1241128800000,123;12122;935
data,1241128800000,123;1934;935
data,1241128800000,123;9785;935
data,1241128800000,123;10987;935
data,1246399200000,123;11352;935
data,1246399200000,123;11581;935
data,1246399200000,123;5662;935
data,1246399200000,123;6803;935
data,1246399200000,123;5727;935
data,1246399200000,123;239;935
data,1246399200000,123;7493;935
data,1246399200000,123;8332;935
data,1246399200000,124;3743;935
data,1246399200000,124;6808;935
data,1246399200000,124;6598;935
data,1246399200000,124;3131;936
data,1246399200000,124;645;937
data,1246399200000,124;12395;937
data,1246399200000,124;9717;937
data,1246399200000,124;2303;938
data,1246399200000,124;1829;938
data,1246399200000,124;4097;938
data,1246399200000,124;9664;938
data,1246399200000,124;5175;938
data,1246399200000,124;11210;938
data,1249077600000,124;7058;939
data,1251756000000,124;9329;939
data,1254348000000,124;11924;939
data,1254348000000,124;10477;939
data,1264978800000,124;6455;939
data,1264978800000,124;5688;939
data,1264978800000,124;1379;939
data,1257030000000,124;7900;939
data,1257030000000,124;1695;939
data,1257030000000,124;8025;939
data,1257030000000,124;3112;939
data,1257030000000,124;9588;939
data,1257030000000,125;1928;939
data,1257030000000,125;1894;939
data,1257030000000,126;6647;939
data,1257030000000,126;4186;939
data,1257030000000,126;857;939
data,1257030000000,126;7379;939
data,1257030000000,126;8535;939
data,1257030000000,126;4878;939
data,1257030000000,126;1570;939
data,1257030000000,126;11556;939
data,1257030000000,126;1171;939
data,1257030000000,126;10035;939
data,1257030000000,126;6563;939
data,1257030000000,126;516;940
data,1257030000000,126;959;940
data,1257030000000,126;11019;940
data,1257030000000,126;3235;940
data,1257030000000,126;10332;941
data,1257030000000,126;11251;942
data,1257030000000,126;1934;942
data,1257030000000,126;7378;943
data,1257030000000,126;7200;943
data,1257030000000,126;9267;943
data,1257030000000,126;2556;943
data,1257030000000,126;12423;943
data,1257030000000,126;2098;943
data,1257030000000,126;10332;944
data,1257030000000,126;396;945
data,1257030000000,126;9788;945
data,1257030000000,126;802;946
data,1257030000000,126;786;946
data,1257030000000,126;802;947
data,1257030000000,126;7205;947
data,1257030000000,126;5202;947
data,1257030000000,126;12120;947
data,1257030000000,126;243;947
data,1257030000000,126;1083;948
data,1257030000000,126;11251;949
data,1257030000000,126;1704;950
data,1257030000000,126;516;951
data,1257030000000,126;11607;951
data,1257030000000,126;9422;951
data,1257030000000,126;7364;951
data,1257030000000,126;3650;952
data,1257030000000,126;8753;952
data,1257030000000,126;4213;952
data,1257030000000,126;6182;952
data,1257030000000,126;3190;952
data,1257030000000,126;8485;952
data,1257030000000,126;10332;953
data,1257030000000,126;7495;953
data,1257030000000,126;6682;953
data,1257030000000,126;7898;953
data,1257030000000,126;7378;954
data,1257030000000,126;6023;954
data,1257030000000,126;1385;954
data,1257030000000,126;843;954
data,1257030000000,126;8851;954
data,1257030000000,127;6257;955
data,1257030000000,127;6013;955
data,1257030000000,127;5810;955
data,1257030000000,127;8794;955
data,1257030000000,127;9717;955
data,1259622000000,127;11251;956
data,1259622000000,127;10332;957
data,1259622000000,127;2165;957
data,1259622000000,127;516;958
data,1259622000000,127;2062;958
