New Run at  07/14/2017 15:42:10
, Time, RandomReward; Master_ActiveReward; 
data,1285884000000,580;9941;4993
data,1288566000000,580;5087;4993
data,1288566000000,580;4696;4993
data,1288566000000,580;9693;4993
data,1288566000000,580;9274;4993
data,1288566000000,580;277;4993
data,1288566000000,580;2408;4993
data,1288566000000,580;2038;4994
data,1288566000000,580;698;4994
data,1288566000000,580;1936;4994
data,1291158000000,580;1287;4994
data,1291158000000,580;4669;4994
data,1291158000000,580;9214;4995
data,1291158000000,580;3131;4996
data,1291158000000,580;889;4996
data,1291158000000,580;9574;4996
data,1291158000000,580;226;4997
data,1291158000000,580;9867;4997
data,1291158000000,580;10799;4997
data,1291158000000,580;5943;4998
data,1291158000000,580;3405;4999
data,1291158000000,580;9302;4999
data,1291158000000,580;6792;4999
data,1291158000000,580;10327;5000
data,1296514800000,581;3485;5000
data,1296514800000,581;2741;5000
data,1296514800000,581;1706;5000
data,1296514800000,581;8769;5000
data,1296514800000,581;5614;5000
data,1296514800000,581;7189;5001
data,1296514800000,581;1048;5001
data,1296514800000,581;3111;5002
data,1296514800000,581;393;5002
data,1296514800000,581;214;5002
data,1296514800000,581;10917;5003
data,1296514800000,581;6224;5003
data,1296514800000,581;2662;5003
data,1296514800000,581;7801;5003
data,1296514800000,581;6802;5003
data,1296514800000,581;1003;5003
data,1296514800000,581;9958;5003
data,1296514800000,581;6923;5003
data,1298934000000,582;11191;5003
data,1298934000000,582;6423;5003
data,1298934000000,582;4741;5003
data,1298934000000,582;4658;5003
data,1298934000000,582;6432;5003
data,1298934000000,582;5651;5003
data,1298934000000,582;5516;5004
data,1298934000000,582;3791;5004
data,1298934000000,582;7774;5005
data,1298934000000,582;6726;5005
data,1298934000000,582;3371;5006
data,1298934000000,582;1193;5006
data,1298934000000,582;4710;5006
data,1298934000000,582;9810;5007
data,1298934000000,582;8960;5008
data,1298934000000,582;1060;5008
data,1298934000000,582;4404;5008
data,1298934000000,582;8017;5008
data,1298934000000,582;1586;5008
data,1298934000000,582;12179;5008
data,1298934000000,583;4747;5008
data,1298934000000,583;225;5008
data,1298934000000,583;3967;5008
data,1298934000000,583;3399;5009
data,1298934000000,583;5713;5009
data,1298934000000,583;9974;5009
data,1298934000000,583;2395;5009
data,1298934000000,583;7052;5009
data,1298934000000,583;11454;5009
data,1298934000000,583;9785;5009
data,1298934000000,583;10464;5009
data,1298934000000,583;1419;5010
data,1298934000000,583;4199;5010
data,1298934000000,583;7679;5010
data,1298934000000,583;3726;5010
data,1298934000000,583;4286;5010
data,1298934000000,583;3117;5010
data,1298934000000,583;9368;5010
data,1298934000000,583;1726;5010
data,1298934000000,583;1548;5010
data,1298934000000,583;2159;5010
data,1298934000000,583;7132;5010
data,1298934000000,583;1027;5010
data,1298934000000,583;11699;5010
data,1304600744456,583;823;5010
data,1304600745173,583;12506;5011
data,1304600747836,583;4277;5011
data,1304600749672,583;10639;5011
data,1304600750305,583;11726;5011
data,1304600753335,584;2427;5011
data,1304600753212,584;8231;5011
data,1304600753227,584;9818;5011
data,1304600754340,584;9479;5011
data,1304600755877,584;9563;5011
data,1304600756169,584;7305;5011
data,1304600756182,584;9358;5011
data,1304600759748,584;2823;5012
data,1304600762978,584;5986;5012
data,1304600764832,584;2438;5012
data,1304600770052,584;12506;5013
data,1304600775404,584;6460;5013
data,1304600775380,584;1320;5013
data,1304600776512,584;7241;5013
data,1304600776531,584;1241;5013
data,1304600780682,584;1878;5013
data,1304600780910,584;11973;5013
data,1304600781077,584;8;5013
data,1304600781090,584;7303;5013
data,1304600786435,584;6704;5013
data,1304600791408,584;8063;5013
data,1304600791422,585;6866;5013
data,1304600793345,585;2968;5013
data,1304600793273,585;3811;5013
data,1304600793098,585;5544;5013
data,1304600794971,585;4286;5013
data,1304600795529,585;10728;5013
data,1304600795038,585;5241;5014
data,1304600795279,585;8442;5014
data,1304600800596,585;4286;5014
data,1304600800530,585;2010;5014
data,1304600800288,585;5241;5015
data,1304600800242,585;8739;5015
data,1238536800000,585;5946;5015
data,1238536800000,585;7115;5015
data,1238536800000,585;7881;5015
data,1238536800000,585;5060;5015
data,1238536800000,586;8104;5015
data,1238536800000,586;2144;5015
data,1238536800000,586;2049;5015
data,1238536800000,586;9758;5015
data,1238536800000,586;11556;5015
data,1238536800000,586;8762;5015
data,1238536800000,586;778;5015
data,1238536800000,586;5134;5015
data,1238536800000,586;7613;5015
data,1238536800000,586;9653;5015
data,1238536800000,586;7006;5015
data,1238536800000,586;6282;5015
data,1238536800000,586;8887;5015
data,1238536800000,586;12331;5016
data,1238536800000,586;11612;5016
data,1238536800000,586;2398;5016
data,1238536800000,586;2103;5016
data,1238536800000,586;2315;5016
data,1238536800000,586;3292;5017
data,1238536800000,586;3586;5017
data,1238536800000,586;9867;5017
data,1238536800000,586;3600;5017
data,1238536800000,587;2485;5018
data,1238536800000,587;12286;5018
data,1238536800000,587;11997;5018
data,1238536800000,587;739;5018
data,1238536800000,587;255;5018
data,1238536800000,587;4100;5018
data,1238536800000,587;2681;5019
data,1238536800000,587;8572;5020
data,1238536800000,587;4087;5020
data,1238536800000,587;4570;5020
data,1238536800000,587;5178;5021
data,1238536800000,587;7898;5021
data,1238536800000,587;10414;5021
data,1238536800000,587;11726;5022
data,1238536800000,587;4710;5022
data,1238536800000,587;9941;5022
data,1238536800000,587;1643;5022
data,1238536800000,587;11191;5022
data,1238536800000,587;3893;5023
data,1238536800000,587;3;5023
data,1238536800000,587;1901;5023
data,1238536800000,587;2195;5023
data,1238536800000,587;5985;5023
data,1238536800000,587;6470;5023
data,1238536800000,587;9785;5023
data,1238536800000,587;2751;5023
data,1238536800000,587;9315;5023
data,1238536800000,587;575;5023
data,1238536800000,587;11593;5023
data,1238536800000,587;3988;5023
data,1238536800000,587;2519;5023
data,1238536800000,587;4936;5023
data,1238536800000,587;9345;5023
data,1238536800000,587;9015;5023
data,1238536800000,587;6461;5023
data,1238536800000,587;154;5023
data,1238536800000,587;1101;5024
data,1238536800000,587;8371;5025
data,1238536800000,587;6551;5025
data,1238536800000,587;11492;5025
data,1238536800000,587;10646;5025
data,1238536800000,587;5608;5025
data,1238536800000,587;11418;5025
data,1238536800000,587;5312;5026
data,1238536800000,587;4099;5026
data,1238536800000,587;10576;5026
data,1238536800000,587;7725;5027
data,1238536800000,587;7309;5027
data,1238536800000,587;162;5028
data,1238536800000,587;1406;5028
data,1238536800000,587;5231;5028
data,1238536800000,587;413;5028
data,1238536800000,587;3281;5028
data,1238536800000,587;11298;5028
data,1238536800000,587;9725;5028
data,1238536800000,587;3125;5028
data,1238536800000,587;1523;5028
data,1238536800000,587;9301;5028
data,1238536800000,587;8115;5028
data,1238536800000,587;2380;5029
data,1238536800000,587;2373;5029
data,1238536800000,587;12153;5029
data,1238536800000,587;5904;5029
data,1238536800000,587;12422;5029
data,1238536800000,587;3140;5029
data,1238536800000,587;10128;5029
data,1238536800000,587;6470;5029
data,1238536800000,587;1916;5029
data,1238536800000,587;458;5030
data,1238536800000,587;12027;5030
data,1238536800000,587;8150;5031
data,1238536800000,587;3125;5031
data,1238536800000,587;945;5031
data,1238536800000,587;11213;5031
data,1238536800000,587;3823;5032
data,1238536800000,587;1030;5033
data,1238536800000,587;42;5033
data,1238536800000,587;3659;5033
data,1238536800000,587;3315;5033
data,1238536800000,587;311;5033
data,1238536800000,587;1083;5034
data,1238536800000,587;8492;5035
data,1238536800000,587;4988;5036
data,1238536800000,587;1291;5036
data,1241128800000,587;274;5036
data,1241128800000,587;6285;5036
data,1241128800000,587;175;5037
data,1241128800000,587;9430;5038
data,1241128800000,587;6232;5038
data,1241128800000,587;6383;5038
data,1241128800000,587;4637;5038
data,1241128800000,587;10800;5038
data,1241128800000,587;11178;5038
data,1241128800000,587;12328;5038
data,1241128800000,587;9822;5038
data,1241128800000,587;3773;5039
data,1241128800000,587;10488;5039
data,1241128800000,587;5845;5039
data,1241128800000,587;9878;5039
data,1241128800000,587;899;5040
data,1241128800000,588;11835;5040
data,1241128800000,588;1236;5040
data,1241128800000,588;11536;5040
data,1241128800000,588;4865;5040
data,1241128800000,588;2031;5041
data,1241128800000,588;396;5041
data,1241128800000,588;2716;5042
data,1241128800000,588;4763;5042
data,1241128800000,588;11290;5042
data,1241128800000,588;12416;5042
data,1241128800000,588;10446;5042
data,1243807200000,588;420;5042
data,1249077600000,588;5656;5042
data,1249077600000,588;3674;5042
data,1249077600000,588;6403;5042
data,1249077600000,588;6038;5043
data,1249077600000,588;3493;5043
data,1249077600000,588;5145;5043
data,1249077600000,588;4666;5043
data,1249077600000,588;3055;5043
data,1249077600000,588;1410;5043
data,1251756000000,588;4886;5043
data,1251756000000,588;9358;5043
data,1251756000000,588;7340;5043
data,1257030000000,588;11602;5043
data,1259622000000,588;9743;5043
data,1259622000000,588;5298;5043
data,1259622000000,588;9324;5044
data,1259622000000,588;5181;5044
data,1259622000000,588;9366;5044
data,1259622000000,588;12122;5045
data,1259622000000,588;9096;5045
data,1259622000000,588;5450;5045
data,1262300400000,588;8734;5045
data,1262300400000,588;6325;5046
data,1262300400000,588;226;5046
data,1262300400000,588;9214;5046
data,1262300400000,588;8255;5047
data,1262300400000,588;3007;5047
data,1262300400000,588;2737;5048
data,1262300400000,588;8023;5049
data,1262300400000,588;6656;5049
data,1262300400000,588;7965;5050
data,1262300400000,588;11450;5051
data,1262300400000,588;9522;5052
data,1262300400000,588;8462;5053
data,1262300400000,588;6482;5054
data,1262300400000,588;10089;5055
data,1262300400000,588;11940;5056
data,1262300400000,588;6215;5057
data,1262300400000,588;5478;5057
data,1262300400000,588;12122;5058
data,1262300400000,588;2787;5058
data,1262300400000,589;3593;5059
data,1262300400000,589;2430;5060
data,1262300400000,589;2989;5060
data,1262300400000,589;11112;5061
data,1262300400000,589;1517;5062
data,1262300400000,589;3972;5062
data,1262300400000,589;12195;5062
data,1262300400000,589;10568;5063
data,1262300400000,589;2989;5063
data,1262300400000,589;7576;5063
data,1262300400000,589;5079;5063
data,1262300400000,589;5071;5063
data,1264978800000,589;1047;5063
data,1267398000000,589;5298;5063
data,1267398000000,589;1894;5063
data,1267398000000,589;4537;5064
data,1267398000000,589;7557;5064
data,1267398000000,589;297;5065
data,1267398000000,589;6492;5065
data,1267398000000,590;8513;5066
data,1267398000000,590;6661;5066
data,1267398000000,590;2522;5066
data,1267398000000,590;10987;5066
data,1267398000000,590;8928;5067
data,1267398000000,590;12438;5067
data,1267398000000,590;7243;5067
data,1267398000000,590;63;5067
data,1267398000000,590;10144;5067
data,1267398000000,590;6182;5067
data,1267398000000,590;5577;5067
data,1267398000000,590;3366;5068
data,1270072800000,590;942;5068
data,1270072800000,590;6087;5068
data,1270072800000,590;1150;5068
data,1270072800000,590;8378;5068
data,1270072800000,591;176;5069
data,1270072800000,591;5132;5069
data,1275343200000,591;5530;5070
data,1277935200000,591;4921;5071
data,1157061600000,591;34;5071
data,1157061600000,591;5064;5071
data,1157061600000,591;1523;5071
data,1157061600000,591;1784;5071
data,1157061600000,591;9091;5071
data,1157061600000,591;1379;5071
data,1157061600000,591;49;5072
data,1157061600000,591;10121;5073
data,1157061600000,591;11856;5073
data,1157061600000,591;6301;5074
data,1157061600000,591;919;5075
data,1157061600000,591;12197;5075
data,1157061600000,591;2490;5075
data,1157061600000,591;2160;5076
data,1157061600000,591;11769;5077
data,1157061600000,591;1663;5078
data,1157061600000,591;5552;5079
data,1157061600000,591;3116;5080
data,1157061600000,591;5377;5081
data,1157061600000,591;10345;5082
data,1157061600000,591;426;5082
data,1157061600000,591;9903;5083
data,1157061600000,591;2297;5084
data,1157061600000,591;8790;5084
data,1157061600000,591;857;5084
data,1157061600000,591;2431;5084
data,1159653600000,591;11441;5084
data,1159653600000,591;4287;5085
data,1159653600000,591;10405;5086
data,1159653600000,591;8724;5086
data,1162335600000,591;9475;5086
data,1162335600000,592;2297;5087
data,1162335600000,592;6058;5088
data,1162335600000,593;7112;5088
data,1162335600000,593;10871;5088
data,1162335600000,593;919;5089
data,1162335600000,593;4439;5090
data,1162335600000,593;919;5091
data,1162335600000,593;5110;5091
data,1162335600000,593;6477;5091
data,1162335600000,593;7088;5092
data,1162335600000,593;2672;5093
data,1162335600000,593;2905;5093
data,1162335600000,593;5358;5093
data,1162335600000,593;9652;5093
data,1162335600000,593;7117;5093
data,1162335600000,593;1642;5093
data,1162335600000,593;3689;5094
data,1162335600000,593;3284;5094
data,1162335600000,593;3487;5095
data,1162335600000,593;1691;5096
data,1162335600000,593;7306;5097
data,1162335600000,593;6725;5097
data,1162335600000,593;2087;5098
data,1162335600000,593;2736;5098
data,1162335600000,593;8910;5098
data,1162335600000,593;7117;5098
data,1162335600000,593;12391;5099
data,1162335600000,593;11669;5100
data,1162335600000,593;412;5101
data,1162335600000,593;4287;5102
data,1162335600000,593;9269;5103
data,1172703600000,593;10405;5104
data,1209592800000,593;10345;5105
data,1283292000000,593;1703;5105
data,1283292000000,593;5946;5105
data,1283292000000,593;5835;5105
data,1283292000000,593;2360;5105
data,1283292000000,593;9217;5105
data,1283292000000,593;4758;5105
data,1285884000000,593;4323;5105
data,1285884000000,593;731;5106
data,1285884000000,593;6887;5107
data,1285884000000,593;5665;5107
data,1285884000000,593;731;5108
data,1285884000000,593;731;5109
data,1285884000000,593;9471;5109
data,1285884000000,593;2789;5110
data,1285884000000,593;5801;5111
data,1285884000000,593;731;5112
data,1285884000000,593;4160;5113
data,1285884000000,593;6387;5113
data,1285884000000,593;548;5113
data,1285884000000,593;5306;5113
data,1285884000000,593;2529;5113
data,1285884000000,593;731;5114
data,1288566000000,593;18;5115
data,1288566000000,593;8665;5116
data,1288566000000,593;5856;5116
data,1288566000000,594;731;5117
data,1288566000000,594;8665;5118
data,1288566000000,594;731;5119
data,1288566000000,595;7111;5119
data,1288566000000,595;8665;5120
data,1288566000000,595;3696;5120
data,1288566000000,595;6887;5121
data,1288566000000,595;8665;5122
data,1291158000000,595;731;5123
data,1291158000000,595;731;5124
data,1291158000000,595;11178;5124
data,1291158000000,595;731;5125
data,1291158000000,595;731;5126
data,1291158000000,595;731;5127
data,1291158000000,595;731;5128
data,1291158000000,595;731;5129
data,1291158000000,595;731;5130
data,1293836400000,595;11314;5131
data,1293836400000,595;731;5132
data,1293836400000,595;9978;5133
data,1293836400000,595;7644;5134
data,1293836400000,595;6887;5135
data,1293836400000,595;731;5136
data,1293836400000,595;12331;5136
data,1293836400000,595;731;5137
data,1293836400000,595;731;5138
data,1293836400000,595;10955;5138
data,1293836400000,595;731;5139
data,1293836400000,595;6887;5140
data,1293836400000,595;1467;5140
data,1293836400000,595;731;5141
data,1293836400000,595;6887;5142
data,1293836400000,595;731;5143
data,1293836400000,595;731;5144
data,1293836400000,595;731;5145
data,1293836400000,595;731;5146
data,1293836400000,595;4522;5146
data,1293836400000,595;2111;5146
data,1293836400000,595;4758;5146
data,1293836400000,595;11314;5147
data,1293836400000,595;731;5148
data,1293836400000,595;778;5149
data,1296514800000,595;823;5149
data,1296514800000,595;3233;5149
data,1296514800000,595;8665;5150
data,1296514800000,595;8665;5151
data,1296514800000,596;8665;5152
data,1304600946115,596;6449;5152
data,1304600947481,596;2485;5152
data,1304600949472,596;7187;5153
data,1138748400000,596;1483;5153
data,1151704800000,596;12136;5153
data,1159653600000,596;7074;5153
data,1159653600000,596;6366;5153
data,1159653600000,596;3341;5153
data,1159653600000,596;9764;5153
data,1159653600000,596;8880;5153
data,1159653600000,596;10042;5153
data,1159653600000,596;5575;5153
data,1159653600000,596;11039;5153
data,1159653600000,596;7343;5153
data,1162335600000,596;6168;5153
data,1162335600000,596;10413;5153
data,1162335600000,596;6736;5153
data,1162335600000,596;10659;5153
data,1164927600000,596;11460;5153
data,1164927600000,596;7167;5153
data,1167606000000,596;3359;5153
data,1167606000000,596;1481;5153
data,1167606000000,596;7991;5153
data,1170284400000,596;9917;5153
data,1170284400000,596;8251;5153
data,1172703600000,596;2193;5153
data,1172703600000,596;6104;5153
data,1177970400000,596;11625;5153
data,1180648800000,596;6887;5154
data,1185919200000,596;1369;5154
data,1196463600000,596;6383;5154
data,1196463600000,596;3573;5154
data,1230764400000,597;10178;5154
data,1230764400000,597;7402;5154
data,1230764400000,597;6831;5155
data,1230764400000,597;8513;5155
data,1230764400000,597;8665;5156
data,1230764400000,597;11144;5157
data,1230764400000,597;10437;5158
data,1230764400000,597;11179;5159
data,1230764400000,597;10935;5159
data,1230764400000,597;154;5160
data,1230764400000,597;3893;5161
data,1230764400000,597;294;5162
data,1230764400000,597;7160;5163
data,1230764400000,597;661;5163
data,1230764400000,597;6278;5164
data,1230764400000,598;294;5165
data,1230764400000,598;8254;5166
data,1230764400000,598;3893;5167
data,1230764400000,598;6831;5168
data,1230764400000,598;6278;5169
data,1230764400000,598;6831;5170
data,1243807200000,598;8665;5171
data,1243807200000,598;294;5172
data,1243807200000,598;8254;5173
data,1243807200000,598;7246;5173
data,1243807200000,598;5155;5174
data,1243807200000,598;3893;5175
data,1243807200000,598;4643;5176
data,1243807200000,598;5581;5176
data,1243807200000,598;6831;5177
data,1243807200000,598;11755;5177
data,1243807200000,598;154;5178
data,1243807200000,598;8079;5178
data,1243807200000,598;7160;5179
data,1243807200000,598;5233;5180
data,1243807200000,598;2681;5181
data,1243807200000,598;12069;5181
data,1243807200000,598;5511;5181
data,1243807200000,598;5358;5181
data,1254348000000,598;8266;5181
data,1254348000000,598;9194;5182
data,1254348000000,598;6272;5183
data,1275343200000,598;8552;5184
data,1275343200000,598;11914;5184
data,1275343200000,598;2681;5185
data,1283292000000,598;4402;5186
data,1217541600000,598;1423;5186
data,1217541600000,598;393;5186
data,1217541600000,598;412;5186
data,1220220000000,598;1627;5186
data,1220220000000,598;8758;5186
data,1220220000000,598;6579;5186
data,1222812000000,599;4056;5186
data,1222812000000,599;1523;5186
data,1222812000000,599;12432;5186
data,1222812000000,599;7553;5186
data,1222812000000,600;12125;5186
data,1222812000000,600;1695;5186
data,1222812000000,601;11269;5186
data,1222812000000,601;8704;5186
data,1222812000000,601;7716;5186
data,1222812000000,601;4792;5186
data,1222812000000,601;2054;5186
data,1222812000000,601;6455;5186
data,1222812000000,601;11860;5186
data,1222812000000,601;844;5186
data,1222812000000,601;11158;5186
data,1222812000000,601;11148;5186
data,1222812000000,601;9407;5186
data,1222812000000,601;6227;5186
data,1222812000000,601;10667;5186
data,1222812000000,601;8493;5186
data,1225494000000,601;11151;5186
data,1225494000000,601;3425;5186
data,1225494000000,601;1726;5186
data,1225494000000,601;8665;5187
data,1225494000000,601;4643;5188
data,1225494000000,601;6143;5188
data,1225494000000,601;8158;5188
data,1225494000000,602;9488;5188
data,1225494000000,602;10543;5188
data,1225494000000,602;1886;5188
data,1225494000000,602;1410;5188
data,1225494000000,602;2645;5189
data,1225494000000,602;3014;5189
data,1225494000000,602;6703;5189
data,1225494000000,602;477;5189
data,1225494000000,602;6278;5190
data,1225494000000,602;4184;5191
data,1225494000000,602;731;5192
data,1225494000000,602;8305;5192
data,1225494000000,602;12502;5193
data,1225494000000,602;10435;5193
data,1225494000000,602;3231;5193
data,1225494000000,602;9465;5194
data,1225494000000,602;8192;5195
data,1225494000000,602;4610;5195
data,1225494000000,602;1168;5195
data,1225494000000,602;5771;5196
data,1225494000000,602;8783;5197
data,1225494000000,602;11573;5197
data,1225494000000,602;7758;5197
data,1225494000000,602;2645;5198
data,1228086000000,602;974;5199
data,1228086000000,602;225;5199
data,1228086000000,602;10576;5200
data,1228086000000,602;10576;5201
data,1228086000000,602;9301;5201
data,1228086000000,602;731;5202
data,1228086000000,602;5155;5203
data,1228086000000,602;12262;5204
data,1228086000000,603;4963;5204
data,1228086000000,603;974;5205
data,1228086000000,603;4643;5206
data,1228086000000,603;10650;5206
data,1228086000000,603;8555;5206
data,1228086000000,603;4643;5207
data,1228086000000,603;6950;5208
data,1228086000000,603;974;5209
data,1228086000000,603;9799;5209
data,1228086000000,603;11196;5209
data,1228086000000,603;7771;5210
data,1228086000000,603;8764;5210
data,1228086000000,603;3039;5210
data,1228086000000,603;5846;5211
data,1228086000000,603;8712;5212
data,1228086000000,603;9185;5212
data,1228086000000,603;3658;5212
data,1228086000000,603;12261;5213
data,1228086000000,603;9798;5213
data,1228086000000,603;8964;5213
data,1228086000000,603;5143;5213
data,1228086000000,603;4920;5213
data,1228086000000,604;1168;5213
data,1228086000000,604;6795;5213
data,1228086000000,604;11672;5213
data,1228086000000,604;3020;5213
data,1228086000000,604;2706;5213
data,1228086000000,604;9329;5213
data,1228086000000,604;3876;5213
data,1228086000000,604;974;5214
data,1228086000000,604;5155;5215
data,1228086000000,604;3483;5215
data,1228086000000,604;1096;5216
data,1228086000000,604;8665;5217
data,1228086000000,604;2430;5217
data,1228086000000,604;5152;5218
data,1228086000000,604;11179;5219
data,1228086000000,604;4323;5219
data,1228086000000,604;2707;5220
data,1228086000000,604;3893;5220
data,1228086000000,604;8382;5221
data,1228086000000,604;1901;5221
data,1228086000000,604;8572;5221
data,1228086000000,604;10490;5222
data,1228086000000,604;7211;5222
data,1228086000000,604;4349;5222
data,1228086000000,604;3;5222
data,1228086000000,604;11971;5222
data,1228086000000,604;3264;5222
data,1228086000000,604;9207;5222
data,1228086000000,604;8665;5223
data,1228086000000,604;7232;5223
data,1228086000000,604;309;5223
data,1228086000000,604;5993;5224
data,1228086000000,604;11953;5225
data,1228086000000,604;9465;5226
data,1228086000000,604;12261;5227
data,1228086000000,604;1096;5228
data,1228086000000,604;10291;5228
data,1228086000000,604;10348;5228
data,1228086000000,604;7160;5229
data,1228086000000,604;7160;5230
data,1228086000000,604;11829;5231
data,1228086000000,604;4054;5232
data,1228086000000,604;7058;5233
data,1228086000000,604;2586;5234
data,1228086000000,604;11020;5235
data,1228086000000,604;5947;5235
data,1228086000000,604;10676;5235
data,1228086000000,604;9465;5236
data,1228086000000,604;1726;5236
data,1228086000000,604;8378;5236
data,1228086000000,604;117;5236
data,1228086000000,604;6959;5236
data,1228086000000,604;817;5236
data,1228086000000,604;10397;5236
data,1228086000000,605;4643;5237
data,1228086000000,605;117;5237
data,1228086000000,605;5846;5238
data,1228086000000,605;11144;5239
data,1228086000000,605;974;5240
data,1228086000000,605;4643;5241
data,1228086000000,605;5277;5241
data,1228086000000,605;2181;5241
data,1228086000000,605;9746;5241
data,1228086000000,606;7256;5241
data,1228086000000,606;4537;5242
data,1228086000000,606;444;5242
data,1228086000000,606;11179;5243
data,1228086000000,606;9475;5243
data,1228086000000,606;11179;5244
data,1228086000000,606;4425;5244
data,1228086000000,606;10769;5244
data,1228086000000,606;8042;5244
data,1228086000000,606;9403;5244
data,1228086000000,606;4643;5245
data,1228086000000,606;2457;5246
data,1228086000000,606;11179;5247
data,1228086000000,606;7160;5248
data,1228086000000,606;2050;5248
data,1228086000000,606;12262;5249
data,1228086000000,606;12262;5250
data,1228086000000,606;12275;5250
data,1228086000000,606;6822;5251
data,1228086000000,606;11829;5252
data,1228086000000,606;5993;5253
data,1228086000000,606;5155;5254
data,1228086000000,606;6725;5254
data,1228086000000,606;11555;5254
data,1228086000000,606;12331;5255
data,1228086000000,606;938;5255
data,1228086000000,606;11600;5255
data,1228086000000,606;839;5255
data,1228086000000,606;974;5256
data,1228086000000,606;11394;5256
data,1228086000000,606;6555;5256
data,1228086000000,606;3100;5256
data,1228086000000,606;153;5256
data,1228086000000,606;11508;5256
data,1228086000000,606;7160;5257
data,1228086000000,606;9226;5257
data,1228086000000,606;4186;5258
data,1228086000000,606;11829;5259
data,1228086000000,606;10238;5259
data,1228086000000,606;1187;5259
data,1228086000000,606;1096;5260
data,1228086000000,606;4061;5260
data,1228086000000,606;12069;5260
data,1228086000000,606;12262;5261
data,1228086000000,606;7875;5261
data,1228086000000,606;7160;5262
data,1228086000000,606;7160;5263
data,1228086000000,606;974;5264
data,1228086000000,606;12262;5265
data,1230764400000,606;8254;5266
data,1230764400000,606;12150;5266
data,1230764400000,606;6278;5267
data,1230764400000,606;10650;5267
data,1230764400000,607;1681;5267
data,1230764400000,607;4668;5267
data,1230764400000,607;3244;5267
data,1230764400000,607;7499;5268
data,1230764400000,607;4643;5269
data,1230764400000,607;7742;5269
data,1230764400000,607;6315;5269
data,1230764400000,607;5152;5270
data,1230764400000,607;11020;5271
data,1230764400000,608;11898;5272
data,1230764400000,608;7160;5273
data,1230764400000,608;9304;5273
data,1230764400000,608;3020;5273
data,1230764400000,608;4186;5274
data,1230764400000,608;12262;5275
data,1230764400000,608;527;5276
data,1230764400000,608;892;5276
data,1230764400000,608;4643;5277
data,1230764400000,608;5155;5278
data,1230764400000,608;8638;5279
data,1230764400000,608;8638;5280
data,1230764400000,608;5581;5281
data,1230764400000,608;607;5281
data,1230764400000,608;3650;5281
data,1230764400000,608;5155;5282
data,1230764400000,608;11898;5283
data,1230764400000,608;6950;5284
data,1230764400000,608;294;5285
data,1230764400000,608;5378;5285
data,1230764400000,608;154;5286
data,1230764400000,608;3677;5286
data,1230764400000,608;2631;5286
data,1230764400000,608;9817;5286
data,1230764400000,608;2651;5286
data,1230764400000,608;1175;5286
data,1230764400000,608;3466;5287
data,1230764400000,608;11944;5288
data,1230764400000,608;11758;5288
data,1230764400000,608;11898;5289
data,1230764400000,608;11971;5289
data,1230764400000,608;6316;5290
data,1230764400000,608;5771;5291
data,1230764400000,608;1453;5291
data,1230764400000,608;12262;5292
data,1230764400000,608;923;5293
data,1230764400000,608;10193;5293
data,1230764400000,608;3860;5293
data,1230764400000,608;9460;5293
data,1230764400000,608;4186;5294
data,1230764400000,608;2840;5294
data,1230764400000,608;8895;5294
data,1230764400000,608;9736;5294
data,1230764400000,608;4963;5294
data,1230764400000,608;5771;5295
data,1230764400000,608;4643;5296
data,1230764400000,608;5152;5297
data,1230764400000,608;11146;5298
data,1230764400000,608;2681;5298
data,1230764400000,608;12262;5299
data,1230764400000,608;5098;5299
data,1230764400000,608;9465;5300
data,1230764400000,608;12262;5301
data,1230764400000,608;974;5302
data,1230764400000,608;12262;5303
data,1230764400000,608;9889;5303
data,1230764400000,608;3915;5303
data,1230764400000,608;5977;5303
data,1230764400000,608;5581;5304
data,1230764400000,608;4186;5305
data,1230764400000,608;6831;5305
data,1230764400000,608;3364;5305
data,1230764400000,608;9685;5306
data,1230764400000,608;4643;5307
data,1230764400000,608;5155;5308
data,1230764400000,608;10177;5309
data,1230764400000,608;974;5310
data,1230764400000,608;10177;5311
data,1230764400000,608;6950;5312
data,1230764400000,608;9465;5313
data,1230764400000,608;2412;5313
data,1230764400000,608;7499;5314
data,1230764400000,608;8254;5315
data,1230764400000,608;9584;5315
data,1230764400000,608;3893;5315
data,1230764400000,608;8813;5315
data,1230764400000,609;11898;5316
data,1230764400000,609;154;5317
data,1230764400000,609;4643;5318
data,1230764400000,609;7160;5319
data,1230764400000,609;974;5320
data,1230764400000,609;154;5321
data,1230764400000,609;5155;5322
data,1230764400000,609;7321;5322
data,1230764400000,609;5922;5322
data,1230764400000,609;7499;5323
data,1230764400000,609;1502;5323
data,1230764400000,609;11981;5323
data,1230764400000,609;2546;5323
data,1230764400000,609;12262;5324
data,1230764400000,609;4421;5324
data,1230764400000,609;7499;5325
data,1230764400000,609;7211;5325
data,1230764400000,609;477;5325
data,1230764400000,609;3863;5326
data,1230764400000,609;7161;5326
data,1230764400000,609;8151;5326
data,1230764400000,609;9372;5326
data,1230764400000,609;4643;5327
data,1230764400000,609;6104;5327
data,1230764400000,609;12153;5327
data,1230764400000,609;5155;5328
data,1230764400000,609;1447;5329
data,1230764400000,609;8248;5329
data,1230764400000,609;1447;5330
data,1230764400000,609;11898;5331
data,1230764400000,609;5155;5332
data,1230764400000,609;7895;5332
data,1230764400000,609;6950;5333
data,1230764400000,609;5753;5333
data,1230764400000,609;3466;5334
