New Run at  08/03/2017 16:47:53
, Time, RandomReward; M_LinUCBReward; 
data,1222812000000,651;11569;6145
data,1222812000000,651;4358;6146
data,1222812000000,651;11630;6147
data,1222812000000,651;12007;6148
data,1222812000000,651;8114;6148
data,1222812000000,651;8794;6148
data,1222812000000,651;273;6149
data,1222812000000,651;8398;6149
data,1222812000000,651;5523;6149
data,1222812000000,651;5427;6150
data,1222812000000,651;2423;6151
data,1222812000000,651;3350;6152
data,1222812000000,651;3913;6152
data,1222812000000,651;1658;6153
data,1222812000000,651;563;6154
data,1222812000000,651;5224;6155
data,1222812000000,651;1212;6156
data,1222812000000,651;11622;6156
data,1222812000000,651;3138;6157
data,1222812000000,651;7888;6157
data,1222812000000,651;1658;6158
data,1222812000000,651;5291;6159
data,1222812000000,651;5224;6160
data,1222812000000,652;11630;6161
data,1222812000000,652;6442;6161
data,1222812000000,652;7924;6162
data,1222812000000,652;5254;6163
data,1222812000000,652;1840;6164
data,1222812000000,652;6716;6165
data,1222812000000,652;1840;6166
data,1222812000000,652;5575;6166
data,1222812000000,652;5427;6167
data,1222812000000,652;7155;6168
data,1222812000000,652;6981;6169
data,1222812000000,652;5531;6169
data,1222812000000,652;2930;6170
data,1222812000000,652;10407;6171
data,1222812000000,652;5878;6172
data,1222812000000,652;3765;6173
data,1222812000000,652;8692;6173
data,1222812000000,652;3079;6174
data,1222812000000,653;6488;6174
data,1222812000000,653;11020;6175
data,1222812000000,654;781;6175
data,1222812000000,654;2930;6176
data,1222812000000,654;1840;6177
data,1222812000000,654;5427;6178
data,1222812000000,654;8864;6179
data,1222812000000,654;7875;6179
data,1222812000000,654;10878;6180
data,1222812000000,654;6365;6181
data,1222812000000,654;10227;6182
data,1222812000000,654;9874;6183
data,1222812000000,654;5286;6184
data,1222812000000,654;3888;6185
data,1222812000000,654;273;6186
data,1222812000000,654;9028;6186
data,1222812000000,654;6716;6187
data,1222812000000,654;3646;6187
data,1222812000000,654;6716;6188
data,1222812000000,654;7197;6188
data,1222812000000,654;7433;6188
data,1222812000000,654;10192;6189
data,1222812000000,654;3350;6190
data,1225494000000,654;9953;6191
data,1225494000000,654;5854;6192
data,1225494000000,654;5854;6193
data,1225494000000,654;895;6193
data,1225494000000,654;5091;6193
data,1225494000000,654;4936;6193
data,1225494000000,654;9953;6194
data,1225494000000,654;8165;6195
data,1225494000000,654;4439;6196
data,1225494000000,654;3410;6196
data,1225494000000,654;1533;6197
data,1225494000000,654;3780;6197
data,1225494000000,654;2922;6197
data,1225494000000,654;1959;6197
data,1225494000000,654;1533;6198
data,1225494000000,654;12006;6199
data,1225494000000,654;431;6199
data,1225494000000,654;8017;6200
data,1225494000000,654;8017;6201
data,1225494000000,654;5864;6202
data,1225494000000,654;11349;6202
data,1225494000000,654;6731;6203
data,1228086000000,654;9158;6203
data,1228086000000,654;5669;6204
data,1228086000000,654;8101;6204
data,1228086000000,654;2391;6204
data,1228086000000,654;8717;6204
data,1228086000000,654;8454;6204
data,1228086000000,654;2196;6204
data,1228086000000,654;10938;6205
data,1228086000000,654;7840;6206
data,1228086000000,654;7574;6207
data,1228086000000,654;5768;6207
data,1228086000000,654;5772;6208
data,1228086000000,654;4352;6208
data,1228086000000,654;7720;6209
data,1228086000000,654;6182;6209
data,1228086000000,654;10051;6209
data,1228086000000,654;8017;6210
data,1228086000000,654;7720;6211
data,1228086000000,654;6979;6212
data,1228086000000,654;8223;6212
data,1228086000000,654;4932;6212
data,1228086000000,654;4290;6213
data,1228086000000,654;5669;6214
data,1230764400000,654;129;6215
data,1230764400000,655;6130;6216
data,1230764400000,655;8052;6216
data,1230764400000,655;11485;6217
data,1230764400000,655;6676;6217
data,1230764400000,655;6838;6217
data,1230764400000,656;2656;6217
data,1230764400000,656;5878;6218
data,1230764400000,656;6130;6219
data,1230764400000,656;11692;6219
data,1233442800000,656;10192;6220
data,1233442800000,656;781;6220
data,1233442800000,656;1771;6220
data,1233442800000,656;2855;6221
data,1233442800000,656;5864;6222
data,1233442800000,656;3350;6223
data,1233442800000,656;140;6223
data,1233442800000,656;273;6224
data,1233442800000,656;10502;6225
data,1233442800000,656;6638;6225
data,1233442800000,656;5822;6226
data,1233442800000,656;6606;6227
data,1233442800000,656;1533;6228
data,1233442800000,656;11487;6228
data,1233442800000,656;12096;6229
data,1233442800000,656;10192;6230
data,1233442800000,656;11471;6230
data,1233442800000,656;2408;6230
data,1233442800000,656;5254;6231
data,1233442800000,656;5864;6232
data,1233442800000,656;3079;6233
data,1233442800000,656;2650;6234
data,1233442800000,656;8017;6235
data,1233442800000,656;8398;6235
data,1235862000000,656;1176;6235
data,1235862000000,656;82;6236
data,1235862000000,656;9953;6237
data,1235862000000,656;2052;6238
data,1235862000000,656;2589;6238
data,1235862000000,656;7924;6239
data,1235862000000,656;755;6239
data,1235862000000,656;8013;6239
data,1235862000000,656;6716;6240
data,1235862000000,657;2452;6240
data,1235862000000,657;6856;6240
data,1235862000000,657;1747;6240
data,1235862000000,657;3138;6241
data,1235862000000,657;11493;6242
data,1235862000000,657;10166;6243
data,1235862000000,657;6210;6244
data,1235862000000,657;2249;6244
data,1235862000000,657;1840;6245
data,1235862000000,657;869;6246
data,1235862000000,657;8031;6246
data,1235862000000,657;9953;6247
data,1235862000000,657;4933;6247
data,1235862000000,657;3543;6247
data,1235862000000,657;2305;6248
data,1235862000000,657;5444;6248
data,1235862000000,657;5864;6249
data,1235862000000,657;4467;6250
data,1235862000000,657;5286;6251
data,1235862000000,657;2969;6251
data,1235862000000,657;8143;6252
data,1235862000000,657;7924;6253
data,1235862000000,657;7924;6254
data,1235862000000,657;10449;6255
data,1235862000000,657;9861;6256
data,1235862000000,657;5417;6256
data,1235862000000,657;8143;6257
data,1238536800000,657;8143;6258
data,1238536800000,657;5864;6259
data,1238536800000,657;5864;6260
data,1238536800000,657;1434;6260
data,1238536800000,657;4836;6261
data,1238536800000,657;8143;6262
data,1243807200000,657;11118;6262
data,1243807200000,657;11630;6263
data,1243807200000,657;2119;6264
data,1243807200000,657;7507;6264
data,1243807200000,657;9953;6265
data,1243807200000,657;2818;6265
data,1246399200000,657;2305;6266
data,1246399200000,657;7715;6266
data,1246399200000,657;5427;6267
data,1246399200000,657;3641;6268
data,1246399200000,657;4882;6268
data,1246399200000,657;10192;6269
data,1246399200000,657;6606;6270
data,1246399200000,657;3641;6271
data,1259622000000,658;273;6272
data,1259622000000,658;9609;6273
data,1262300400000,658;2824;6274
data,1262300400000,659;2824;6275
data,1262300400000,659;7699;6276
data,1262300400000,659;3079;6277
data,1262300400000,659;11259;6277
data,1262300400000,659;5772;6278
data,1264978800000,659;9187;6278
data,1267398000000,659;32;6279
data,1272664800000,659;2906;6279
data,1275343200000,659;7670;6279
data,1275343200000,659;6298;6279
data,1277935200000,659;6604;6280
data,1277935200000,659;1840;6281
data,1280613600000,659;2080;6281
data,1280613600000,660;5254;6282
data,1280613600000,660;12177;6283
data,1280613600000,660;3322;6284
data,1280613600000,660;3322;6285
data,1280613600000,660;3574;6286
data,1283292000000,660;8483;6287
data,1283292000000,660;8483;6288
data,1283292000000,660;10168;6289
data,1283292000000,660;8836;6289
data,1283292000000,660;4763;6289
data,1283292000000,660;3641;6290
data,1283292000000,660;5286;6291
data,1283292000000,660;9753;6291
data,1283292000000,660;32;6292
data,1285884000000,660;1840;6293
data,1285884000000,660;6210;6294
data,1285884000000,660;1840;6295
data,1285884000000,660;6210;6296
data,1288566000000,660;869;6297
data,1288566000000,660;869;6298
data,1291158000000,660;4001;6299
data,1291158000000,660;7916;6299
data,1291158000000,660;5348;6300
data,1291158000000,660;11703;6300
data,1293836400000,660;6716;6301
data,1293836400000,660;7291;6301
data,1293836400000,660;273;6302
data,1293836400000,660;3868;6302
data,1293836400000,660;2723;6303
data,1293836400000,660;276;6303
data,1293836400000,660;3322;6304
data,1296514800000,660;10168;6305
data,1296514800000,660;869;6306
data,1296514800000,660;2833;6306
data,1296514800000,660;3322;6307
data,1296514800000,660;10168;6308
data,1296514800000,660;869;6309
data,1296514800000,660;5427;6310
data,1298934000000,660;10471;6310
data,1304702516962,660;2588;6311
data,1304702516974,660;1277;6312
data,1304702522374,660;1951;6312
data,1304702522361,660;2588;6313
data,1304702549838,660;5286;6314
data,1304702573808,660;1277;6315
data,1304702573802,660;7730;6315
data,1304702573825,660;3001;6315
data,1193871600000,660;9468;6315
data,1193871600000,660;5396;6315
data,1193871600000,660;10848;6315
data,1193871600000,660;3635;6316
data,1193871600000,660;1237;6316
data,1193871600000,660;8677;6316
data,1193871600000,660;10502;6316
data,1193871600000,660;8099;6316
data,1193871600000,661;11692;6316
data,1193871600000,661;556;6317
data,1193871600000,661;11891;6318
data,1193871600000,661;12451;6318
data,1193871600000,661;7482;6318
data,1193871600000,661;5901;6318
data,1193871600000,661;4836;6319
data,1193871600000,661;6210;6319
data,1193871600000,661;3079;6320
data,1193871600000,661;5303;6320
data,1193871600000,661;4925;6320
data,1193871600000,661;5854;6321
data,1193871600000,661;8836;6322
data,1193871600000,661;10351;6322
data,1193871600000,661;5427;6323
data,1193871600000,661;9204;6323
data,1193871600000,661;4648;6323
data,1193871600000,661;869;6323
data,1193871600000,661;2052;6323
data,1193871600000,661;3079;6324
data,1193871600000,661;1658;6325
data,1193871600000,661;4034;6325
data,1193871600000,661;3040;6325
data,1193871600000,661;9142;6326
data,1193871600000,661;251;6327
data,1193871600000,661;6505;6327
data,1193871600000,661;5878;6327
data,1196463600000,661;11182;6328
data,1196463600000,661;10600;6328
data,1196463600000,661;5573;6329
data,1196463600000,661;7243;6329
data,1196463600000,661;1176;6329
data,1196463600000,661;5254;6330
data,1196463600000,661;3041;6330
data,1196463600000,662;6556;6330
data,1196463600000,662;12417;6331
data,1196463600000,662;2080;6331
data,1196463600000,662;11926;6331
data,1196463600000,663;4166;6331
data,1196463600000,663;2410;6331
data,1196463600000,663;65;6331
data,1196463600000,663;238;6332
data,1199142000000,663;3512;6332
data,1199142000000,663;9864;6332
data,1199142000000,663;6757;6333
data,1199142000000,663;9240;6333
data,1199142000000,663;9609;6334
data,1199142000000,663;10848;6334
data,1199142000000,663;652;6334
data,1199142000000,664;12006;6335
data,1199142000000,664;1611;6335
data,1199142000000,664;8550;6335
data,1199142000000,664;3477;6335
data,1199142000000,665;9897;6335
data,1199142000000,665;8482;6336
data,1199142000000,665;3157;6337
data,1199142000000,665;9298;6337
data,1199142000000,665;10168;6338
data,1199142000000,665;6529;6338
data,1199142000000,665;9924;6338
data,1199142000000,665;3567;6339
data,1199142000000,665;12081;6339
data,1199142000000,665;6478;6339
data,1199142000000,665;359;6339
data,1199142000000,665;3079;6340
data,1199142000000,665;471;6341
data,1199142000000,665;7591;6341
data,1199142000000,665;10938;6341
data,1199142000000,665;8926;6341
data,1199142000000,665;2199;6342
data,1199142000000,665;11269;6342
data,1199142000000,665;4215;6342
data,1199142000000,665;4901;6342
data,1199142000000,665;4146;6342
data,1199142000000,665;3181;6342
data,1199142000000,665;273;6343
data,1199142000000,665;7875;6343
data,1199142000000,665;5878;6343
data,1199142000000,665;6295;6344
data,1199142000000,665;6336;6344
data,1199142000000,665;823;6344
data,1199142000000,665;12451;6344
data,1199142000000,665;6919;6345
data,1199142000000,665;5742;6345
data,1199142000000,665;3641;6346
data,1199142000000,665;792;6346
data,1199142000000,665;8397;6346
data,1199142000000,665;4229;6346
data,1199142000000,665;1215;6347
data,1199142000000,665;6981;6348
data,1199142000000,665;5772;6349
data,1199142000000,665;7699;6350
data,1199142000000,665;9206;6350
data,1199142000000,665;5257;6350
data,1199142000000,665;3181;6350
data,1201820400000,665;4467;6351
data,1201820400000,665;5427;6352
data,1201820400000,665;3441;6352
data,1201820400000,665;8422;6353
data,1201820400000,666;2855;6354
data,1201820400000,666;259;6355
data,1201820400000,666;1277;6356
data,1201820400000,666;8132;6356
data,1201820400000,666;11349;6357
data,1201820400000,666;3779;6357
data,1201820400000,666;5286;6358
data,1201820400000,666;10511;6359
data,1201820400000,666;4841;6359
data,1201820400000,666;12177;6359
data,1201820400000,666;9513;6360
data,1201820400000,666;1353;6360
data,1201820400000,666;2510;6361
data,1201820400000,666;1637;6362
data,1201820400000,666;5901;6362
data,1201820400000,666;4291;6362
data,1201820400000,666;8822;6363
data,1201820400000,666;7341;6363
data,1201820400000,666;3919;6364
data,1201820400000,666;12177;6364
data,1201820400000,666;3322;6365
data,1201820400000,666;6604;6366
data,1204326000000,666;10668;6366
data,1204326000000,667;10630;6366
data,1204326000000,667;3350;6366
data,1204326000000,667;7933;6366
data,1204326000000,667;4358;6366
data,1204326000000,667;4949;6366
data,1204326000000,667;12189;6366
data,1204326000000,667;3834;6366
data,1204326000000,667;11471;6367
data,1204326000000,667;2824;6368
data,1204326000000,667;7134;6368
data,1204326000000,667;2984;6368
data,1204326000000,667;612;6368
data,1204326000000,667;10392;6368
data,1204326000000,667;9823;6368
data,1204326000000,667;2501;6368
data,1204326000000,667;910;6368
data,1204326000000,667;8836;6369
data,1204326000000,667;268;6369
data,1204326000000,667;5320;6369
data,1204326000000,667;3044;6370
data,1204326000000,667;11180;6370
data,1204326000000,667;4729;6371
data,1204326000000,667;6767;6371
data,1204326000000,667;5286;6372
data,1204326000000,667;2521;6372
data,1204326000000,667;10859;6372
data,1204326000000,667;10247;6372
data,1204326000000,667;1257;6372
data,1204326000000,667;12413;6372
data,1204326000000,667;6336;6372
data,1204326000000,667;5772;6373
data,1204326000000,667;7664;6374
data,1204326000000,667;5396;6374
data,1204326000000,667;5778;6374
data,1207000800000,667;5738;6375
data,1207000800000,667;1608;6375
data,1207000800000,667;2175;6376
data,1207000800000,668;11493;6377
data,1207000800000,668;3211;6377
data,1207000800000,668;6410;6378
data,1207000800000,668;1227;6378
data,1207000800000,668;5597;6378
data,1207000800000,668;11646;6379
data,1207000800000,668;4315;6379
data,1207000800000,668;9070;6380
data,1207000800000,668;1996;6380
data,1207000800000,668;100;6380
data,1207000800000,668;8143;6381
data,1207000800000,668;7958;6382
data,1207000800000,668;9382;6382
data,1207000800000,668;8483;6383
data,1207000800000,668;6067;6384
data,1207000800000,668;7291;6384
data,1207000800000,668;9401;6384
data,1207000800000,668;3373;6385
data,1207000800000,668;9627;6385
data,1207000800000,668;6569;6386
data,1207000800000,668;3574;6386
data,1207000800000,668;9433;6387
data,1207000800000,668;11118;6388
data,1207000800000,668;4155;6389
data,1207000800000,668;4850;6389
data,1207000800000,668;7730;6390
data,1207000800000,668;82;6390
data,1207000800000,668;11854;6390
data,1207000800000,669;4798;6391
data,1207000800000,669;10168;6392
data,1207000800000,669;8165;6393
data,1207000800000,669;393;6394
data,1207000800000,669;2139;6394
data,1207000800000,669;5798;6395
data,1207000800000,669;5386;6396
data,1207000800000,669;1649;6397
data,1209592800000,669;4117;6397
data,1209592800000,669;458;6397
data,1209592800000,669;11020;6398
data,1209592800000,669;5597;6398
data,1209592800000,669;6837;6399
data,1209592800000,669;3745;6400
data,1209592800000,669;2080;6400
data,1209592800000,669;5864;6401
data,1209592800000,669;2567;6401
data,1209592800000,670;10407;6401
data,1209592800000,670;5427;6402
data,1209592800000,670;32;6402
data,1209592800000,670;11650;6403
data,1209592800000,671;6837;6404
data,1209592800000,671;11076;6404
data,1209592800000,671;8677;6404
data,1209592800000,671;3870;6404
data,1209592800000,671;6979;6404
data,1209592800000,672;1819;6405
data,1209592800000,672;10586;6405
data,1209592800000,672;3025;6405
data,1209592800000,672;5291;6406
data,1209592800000,672;957;6407
data,1209592800000,672;3195;6408
data,1209592800000,672;9627;6408
data,1209592800000,672;2307;6409
data,1209592800000,672;2169;6409
data,1209592800000,672;7660;6409
data,1209592800000,672;6771;6410
data,1209592800000,672;4827;6411
data,1209592800000,672;3917;6411
data,1209592800000,672;9362;6411
data,1212271200000,672;8645;6411
data,1212271200000,672;9627;6411
data,1212271200000,672;6405;6411
data,1212271200000,672;6856;6412
data,1212271200000,672;7562;6412
data,1212271200000,672;5264;6412
data,1212271200000,672;11134;6412
data,1212271200000,672;276;6412
data,1212271200000,672;3157;6413
data,1212271200000,672;364;6413
data,1212271200000,672;6756;6413
data,1212271200000,672;1552;6414
data,1212271200000,672;2650;6415
data,1212271200000,672;4524;6416
data,1212271200000,672;8825;6416
data,1212271200000,672;2840;6416
data,1212271200000,672;6478;6416
data,1212271200000,672;9522;6416
data,1212271200000,672;6838;6417
data,1212271200000,672;8675;6417
data,1212271200000,673;11729;6418
data,1212271200000,673;9238;6418
data,1212271200000,673;5669;6418
data,1212271200000,673;6838;6419
data,1212271200000,673;7010;6419
data,1212271200000,673;3157;6420
data,1212271200000,673;6062;6420
data,1212271200000,673;6901;6421
data,1212271200000,673;1967;6421
data,1212271200000,673;7189;6421
data,1214863200000,673;1178;6421
data,1214863200000,673;11479;6421
data,1214863200000,673;2900;6421
data,1214863200000,673;3311;6422
data,1214863200000,673;2139;6422
data,1214863200000,673;6716;6423
data,1214863200000,673;8143;6424
data,1214863200000,673;1649;6425
data,1214863200000,673;781;6425
data,1214863200000,673;10118;6426
data,1214863200000,673;3153;6426
data,1214863200000,673;8517;6426
data,1214863200000,673;1908;6427
data,1214863200000,673;9794;6428
data,1214863200000,673;2503;6428
data,1214863200000,673;5303;6428
data,1214863200000,673;11617;6428
data,1214863200000,673;5822;6428
data,1214863200000,673;8008;6429
data,1214863200000,673;2386;6429
data,1214863200000,673;113;6429
data,1214863200000,673;1009;6430
data,1214863200000,673;6817;6431
data,1214863200000,673;1096;6431
data,1214863200000,673;2656;6431
data,1214863200000,673;2302;6431
data,1214863200000,673;6322;6431
data,1214863200000,673;10552;6432
data,1214863200000,673;2196;6432
data,1214863200000,673;12006;6433
data,1214863200000,673;6979;6433
data,1214863200000,673;2391;6434
data,1214863200000,673;200;6434
data,1214863200000,673;7414;6434
data,1217541600000,673;3872;6435
data,1217541600000,673;8280;6435
data,1217541600000,673;4001;6436
data,1217541600000,673;1819;6437
data,1217541600000,673;7309;6437
data,1217541600000,674;7215;6438
data,1217541600000,674;1204;6439
data,1217541600000,674;4167;6439
data,1217541600000,674;204;6440
data,1217541600000,674;12007;6440
data,1217541600000,674;8216;6440
data,1217541600000,674;9028;6441
data,1217541600000,674;7155;6441
data,1217541600000,674;5386;6442
data,1217541600000,674;1840;6443
data,1217541600000,674;2226;6443
data,1217541600000,674;5073;6443
data,1217541600000,674;1921;6444
data,1217541600000,674;5656;6445
data,1217541600000,674;11752;6445
data,1217541600000,674;11811;6445
data,1217541600000,674;2305;6446
data,1217541600000,674;6130;6447
data,1220220000000,674;12262;6448
data,1220220000000,674;5494;6448
data,1220220000000,674;2453;6449
data,1220220000000,674;8763;6449
data,1220220000000,674;8750;6450
data,1220220000000,674;4850;6450
data,1220220000000,674;2855;6451
data,1220220000000,674;1775;6451
data,1220220000000,674;4439;6452
data,1220220000000,674;8017;6453
data,1220220000000,674;3138;6454
data,1220220000000,674;7367;6455
data,1220220000000,674;71;6455
data,1220220000000,674;4737;6455
data,1220220000000,674;10099;6455
data,1220220000000,674;5029;6455
data,1220220000000,674;4802;6456
data,1220220000000,674;4808;6457
data,1220220000000,674;11153;6458
data,1220220000000,674;6488;6459
data,1220220000000,674;6837;6460
data,1220220000000,674;8239;6460
data,1220220000000,674;8013;6460
data,1220220000000,674;8670;6461
data,1220220000000,674;2688;6461
data,1222812000000,674;7309;6461
data,1222812000000,674;4772;6462
data,1222812000000,674;3888;6463
data,1222812000000,674;2971;6464
data,1222812000000,674;10533;6464
data,1222812000000,674;5910;6464
data,1222812000000,674;5794;6465
data,1222812000000,674;6981;6466
data,1222812000000,674;9724;6466
data,1222812000000,674;10552;6467
data,1222812000000,674;3079;6468
data,1222812000000,674;3153;6468
data,1222812000000,674;1818;6468
data,1222812000000,675;1794;6468
data,1222812000000,675;7685;6468
data,1222812000000,675;2420;6468
data,1222812000000,675;4850;6468
data,1222812000000,675;7536;6468
data,1222812000000,675;7006;6469
data,1222812000000,675;4166;6469
data,1222812000000,676;7924;6469
data,1222812000000,676;8325;6469
data,1222812000000,676;7684;6469
data,1222812000000,676;8464;6470
data,1222812000000,676;6386;6470
data,1222812000000,676;5088;6470
data,1222812000000,676;10227;6470
data,1222812000000,676;10195;6470
data,1222812000000,676;12178;6471
data,1222812000000,676;7726;6472
data,1222812000000,676;4073;6473
data,1222812000000,676;2673;6473
data,1222812000000,677;7141;6473
data,1222812000000,677;2414;6473
data,1222812000000,677;6171;6474
data,1222812000000,677;5954;6475
data,1222812000000,677;140;6475
data,1225494000000,677;6317;6475
data,1225494000000,677;12326;6476
data,1225494000000,677;10195;6476
data,1225494000000,677;2723;6476
data,1225494000000,677;6838;6477
data,1228086000000,677;2856;6478
data,1228086000000,677;6863;6478
data,1228086000000,677;8984;6478
data,1228086000000,677;5910;6478
data,1228086000000,677;2302;6478
data,1228086000000,677;823;6478
data,1228086000000,677;5224;6478
data,1228086000000,677;7916;6478
data,1230764400000,677;2802;6478
data,1230764400000,677;12379;6478
data,1230764400000,677;5742;6478
data,1230764400000,677;5134;6479
data,1230764400000,677;2694;6479
data,1230764400000,677;8412;6479
data,1230764400000,677;5566;6479
data,1230764400000,678;6365;6479
data,1233442800000,678;8633;6479
data,1233442800000,678;2535;6479
data,1249077600000,678;3522;6479
data,1251756000000,678;393;6480
data,1233442800000,678;6746;6480
data,1233442800000,678;5798;6480
data,1233442800000,678;3712;6480
data,1235862000000,678;2928;6480
data,1235862000000,678;3205;6480
data,1235862000000,678;330;6480
data,1199142000000,678;334;6480
data,1199142000000,678;8008;6480
data,1199142000000,678;7312;6480
data,1199142000000,678;7847;6480
data,1199142000000,678;10967;6480
data,1199142000000,678;4265;6480
data,1199142000000,679;5242;6480
data,1199142000000,679;9657;6480
data,1199142000000,679;6305;6480
data,1199142000000,679;4095;6480
data,1199142000000,679;12278;6480
data,1199142000000,679;8855;6480
data,1199142000000,679;11752;6480
data,1199142000000,679;940;6480
data,1199142000000,679;233;6480
data,1199142000000,679;6614;6480
data,1199142000000,679;3555;6480
data,1199142000000,679;979;6480
data,1199142000000,679;4751;6480
data,1199142000000,679;6062;6480
data,1201820400000,679;7177;6480
data,1201820400000,679;5168;6480
data,1201820400000,679;7738;6480
data,1201820400000,679;3908;6480
data,1201820400000,679;7460;6480
data,1201820400000,679;248;6480
data,1201820400000,679;10579;6480
data,1201820400000,679;6265;6480
data,1201820400000,679;1662;6480
data,1201820400000,679;7805;6480
data,1201820400000,679;8165;6480
data,1201820400000,679;8748;6480
data,1201820400000,679;12428;6480
data,1201820400000,679;8136;6480
data,1217541600000,679;6777;6480
data,1233442800000,679;11461;6480
data,1191189600000,679;3924;6480
data,1196463600000,679;10996;6480
data,1209592800000,679;3194;6480
data,1209592800000,679;1594;6480
data,1209592800000,679;11106;6480
data,1209592800000,679;4063;6480
data,1212271200000,679;3903;6480
data,1212271200000,679;12120;6480
data,1212271200000,679;3813;6481
data,1212271200000,679;7218;6481
data,1212271200000,679;2671;6481
data,1212271200000,679;1890;6481
data,1201820400000,679;5911;6482
data,1201820400000,679;1851;6482
data,1201820400000,679;7606;6482
data,1201820400000,679;9333;6482
data,1201820400000,679;7392;6482
data,1201820400000,679;3783;6482
data,1201820400000,679;6491;6482
data,1201820400000,679;6556;6483
data,1201820400000,679;3308;6483
data,1201820400000,679;11636;6483
data,1201820400000,679;7939;6483
data,1201820400000,679;9096;6483
data,1201820400000,679;3636;6483
data,1201820400000,679;10710;6483
data,1201820400000,679;2269;6483
data,1201820400000,679;10585;6483
data,1201820400000,679;6298;6483
data,1201820400000,679;6979;6484
data,1201820400000,679;1987;6484
data,1201820400000,679;4299;6484
data,1201820400000,679;6859;6484
data,1201820400000,679;3583;6484
data,1201820400000,679;8679;6484
data,1201820400000,679;233;6484
data,1204326000000,679;11252;6484
data,1204326000000,679;6106;6484
data,1204326000000,679;6687;6484
data,1204326000000,679;4720;6484
data,1204326000000,679;2105;6484
data,1204326000000,679;9848;6484
data,1204326000000,679;5601;6484
data,1204326000000,679;11494;6484
data,1204326000000,679;6856;6484
data,1204326000000,679;3646;6484
data,1204326000000,679;7132;6484
data,1204326000000,679;5748;6484
data,1204326000000,679;2247;6485
data,1204326000000,679;1304;6485
data,1204326000000,679;9610;6485
data,1204326000000,679;850;6485
data,1204326000000,679;1066;6485
data,1204326000000,679;10495;6485
data,1204326000000,679;6750;6485
data,1204326000000,679;8388;6485
data,1204326000000,679;2613;6485
data,1204326000000,679;4933;6485
data,1204326000000,679;6650;6485
data,1204326000000,679;9367;6485
data,1204326000000,679;12356;6485
data,1204326000000,679;292;6485
data,1204326000000,679;4574;6485
data,1204326000000,679;11093;6485
data,1204326000000,679;12390;6485
data,1204326000000,679;6017;6485
data,1204326000000,679;4478;6485
data,1204326000000,679;8319;6485
data,1204326000000,679;6313;6485
data,1204326000000,679;6682;6485
data,1204326000000,679;1239;6485
data,1204326000000,679;917;6485
data,1204326000000,679;9281;6485
data,1204326000000,679;227;6485
data,1204326000000,679;723;6485
data,1204326000000,679;1794;6485
data,1207000800000,680;940;6485
data,1207000800000,680;1675;6485
data,1207000800000,680;6568;6486
data,1207000800000,680;4532;6486
data,1207000800000,680;8770;6486
data,1207000800000,680;8577;6486
data,1207000800000,680;6420;6486
data,1207000800000,680;6945;6486
data,1207000800000,680;3384;6486
data,1207000800000,680;957;6486
data,1207000800000,681;1790;6486
data,1207000800000,681;11222;6486
data,1207000800000,681;9240;6486
data,1207000800000,681;11785;6486
data,1207000800000,681;12066;6486
data,1207000800000,681;3536;6486
data,1207000800000,681;9932;6486
data,1207000800000,681;11657;6486
data,1207000800000,681;5316;6486
data,1207000800000,681;1718;6486
data,1207000800000,681;9480;6486
data,1207000800000,681;7273;6486
data,1207000800000,681;5196;6486
data,1207000800000,681;7939;6486
data,1207000800000,681;7189;6487
data,1207000800000,681;3946;6487
data,1207000800000,681;3643;6487
data,1207000800000,682;8902;6487
data,1209592800000,682;9459;6488
data,1209592800000,683;8626;6489
data,1209592800000,683;9759;6489
data,1209592800000,683;11676;6489
data,1209592800000,683;367;6489
data,1209592800000,683;414;6489
data,1209592800000,683;4273;6489
data,1209592800000,683;11859;6489
data,1209592800000,683;5093;6489
data,1209592800000,683;6100;6490
data,1209592800000,683;7446;6490
data,1209592800000,683;3906;6490
data,1209592800000,683;8931;6490
data,1209592800000,683;11702;6490
data,1209592800000,683;3077;6490
data,1209592800000,683;6522;6490
data,1209592800000,683;11885;6491
data,1209592800000,683;3195;6491
data,1209592800000,683;8822;6492
data,1209592800000,683;11752;6492
data,1209592800000,683;1861;6492
data,1209592800000,683;2808;6492
data,1209592800000,683;6304;6492
data,1209592800000,683;7875;6492
data,1209592800000,683;11014;6492
data,1212271200000,683;6785;6492
data,1212271200000,683;471;6492
data,1212271200000,683;9178;6492
data,1212271200000,683;8976;6492
data,1212271200000,683;8042;6492
data,1212271200000,683;11378;6492
data,1212271200000,683;1227;6492
data,1212271200000,683;8645;6492
data,1212271200000,683;7871;6492
data,1212271200000,683;1840;6493
data,1212271200000,683;808;6493
data,1212271200000,683;7426;6493
data,1212271200000,683;10328;6493
data,1212271200000,684;2329;6493
data,1212271200000,684;9304;6493
data,1212271200000,684;5794;6493
data,1212271200000,685;5559;6493
data,1212271200000,685;2123;6493
data,1212271200000,685;10109;6493
data,1212271200000,685;7689;6494
data,1212271200000,685;4299;6494
data,1212271200000,685;6304;6494
data,1212271200000,685;2962;6494
data,1212271200000,685;11841;6495
data,1212271200000,685;6058;6496
data,1212271200000,685;12015;6496
data,1212271200000,685;8670;6496
data,1212271200000,685;6676;6496
data,1214863200000,685;6666;6496
data,1214863200000,685;5787;6496
data,1214863200000,685;7699;6496
data,1214863200000,685;7841;6497
data,1214863200000,685;4452;6497
data,1214863200000,685;6213;6497
